sampling_event_identifier,nSp,totSoiSeen
S63410508,6,6
S63385695,7,7
S63385696,7,7
S63380286,1,1
S63380285,1,1
S63989509,2,2
S63475720,4,4
S64054162,4,4
S63542611,2,2
S64146013,7,7
S63197368,7,7
S63582275,5,5
S63374721,3,3
S63535174,5,5
S63449309,3,3
S64054159,12,12
S63809014,3,3
S64561173,3,3
S64054151,4,4
S63475667,12,12
S63374775,3,3
S63119954,5,5
S65735110,7,7
S63475524,4,4
S63445641,1,1
S63374736,3,3
S63475874,1,1
S62993493,6,6
S63081059,6,6
S63344706,8,8
S64146001,8,8
S63445615,7,7
S64054150,7,7
S63958437,7,7
S63383999,6,6
S63349945,6,6
S64054152,8,8
S63651805,7,7
S63651849,2,2
S63475586,8,8
S63355291,5,5
S64054154,2,2
S63475607,2,2
S64224127,9,9
S63928413,8,8
S63349946,6,6
S63344814,5,5
S63582283,6,6
S63119971,6,6
S63535182,6,6
S63974334,1,1
S63344710,4,4
S64146007,4,4
S64145993,4,4
S63344837,4,4
S63468173,7,7
S63898828,5,5
S63383070,4,4
S63862820,6,6
S63462529,2,2
S63836784,4,4
S63836020,3,3
S63083456,3,3
S64224152,4,4
S63750122,6,6
S63416411,2,2
S63468102,2,2
S67122925,1,1
S63409923,2,2
S63689990,1,1
S63301833,3,3
S63374794,3,3
S63408793,1,1
S63497311,2,2
S63653742,1,1
S63299923,23,23
S63412078,18,18
S63618648,2,2
S63989499,2,2
S63618069,30,30
S67067118,50,50
S63299538,18,18
S63475176,12,12
S63386340,12,12
S63386338,12,12
S63410511,12,12
S63348097,9,9
S63540601,7,7
S63438514,7,7
S63195086,8,8
S63544851,5,5
S63989508,5,5
S63582338,27,27
S63535198,27,27
S63195206,26,26
S63474890,11,11
S63465989,11,11
S63196438,5,5
S66051453,34,34
S64352699,11,11
S64777592,19,19
S64070016,15,15
S64408737,7,7
S90679602,34,34
S66564993,11,11
S64306930,19,19
S64145340,21,21
S64496508,11,11
S65714555,19,19
S90679599,31,31
S64112791,15,15
S64080944,3,3
S64264963,14,14
S64277978,17,17
S64889307,10,10
S64151406,9,9
S64277627,19,19
S64077978,28,28
S64318253,19,19
S65271157,16,16
S64039929,16,16
S66727248,9,9
S64080951,11,11
S65926784,18,18
S64039913,15,15
S64413068,14,14
S64265157,7,7
S90679596,40,40
S66564786,14,14
S64345002,13,13
S64935873,27,27
S64441976,14,14
S64233728,13,13
S66055413,40,40
S64112786,16,16
S64151407,9,9
S63992564,19,19
S64555805,19,19
S64077021,16,16
S76146182,15,15
S64413115,7,7
S64552925,19,19
S64151325,9,9
S64712531,4,4
S64268470,13,13
S64070002,16,16
S76942372,14,14
S66536177,32,32
S64191300,20,20
S64080963,21,21
S66053779,31,31
S64301355,20,20
S64352227,11,11
S64632222,22,22
S76942403,7,7
S64265159,20,20
S64553175,14,14
S64775247,5,5
S64551699,19,19
S65855061,14,14
S64077036,15,15
S64413444,7,7
S66857913,55,55
S76146186,16,16
S64151326,9,9
S65855064,38,38
S65230675,29,29
S72186379,11,11
S64165013,4,4
S64343222,13,13
S64347970,11,11
S64107447,16,16
S66882103,4,4
S64552383,19,19
S64812213,25,25
S64545324,33,33
S64413074,16,16
S64489119,8,8
S64813104,25,25
S64278923,10,10
S64945115,9,9
S64413067,6,6
S64306925,10,10
S65075686,27,27
S64345001,8,8
S64264950,6,6
S64899736,8,8
S64264926,5,5
S65070302,15,15
S65230513,13,13
S64413073,16,16
S64268511,8,8
S64318270,15,15
S65040191,21,21
S64265008,16,16
S76942376,16,16
S64306912,15,15
S64553174,6,6
S64441973,6,6
S64268510,8,8
S76942371,6,6
S66564431,11,11
S64344983,10,10
S64318260,10,10
S64441980,13,13
S64553181,16,16
S64269321,8,8
S64413063,5,5
S64265011,16,16
S65714554,9,9
S64413070,13,13
S64264991,13,13
S64553177,13,13
S64839607,7,7
S66727255,14,14
S64409085,16,16
S64553183,16,16
S64551763,9,9
S64278977,15,15
S76942369,5,5
S64278570,10,10
S64777587,9,9
S64269335,7,7
S64269357,10,10
S65639382,8,8
S64409081,16,16
S64268826,10,10
S76942375,16,16
S64552382,9,9
S64552929,9,9
S64344994,7,7
S64268640,7,7
S64555803,9,9
S64553172,5,5
S76942373,13,13
S64895651,8,8
S64409495,5,5
S65926283,34,34
S64077042,9,9
S64935449,11,11
S64039960,14,14
S66727253,13,13
S64268798,5,5
S65180776,12,12
S64277977,5,5
S64772336,10,10
S64152465,13,13
S65173752,14,14
S64318256,5,5
S64348005,7,7
S64070012,14,14
S65280954,4,4
S65041688,11,11
S64269352,5,5
S65029753,9,9
S64191356,29,29
S64812309,24,24
S64080969,19,19
S64344984,5,5
S76146180,9,9
S76146185,14,14
S65280908,11,11
S64813235,4,4
S64112788,14,14
S64141305,12,12
S64070005,9,9
S64152463,9,9
S64897536,19,19
S64038633,13,13
S64278229,8,8
S64496514,7,7
S65173747,29,29
S64306926,5,5
S64906309,10,10
S65180599,5,5
S65266956,13,13
S64277943,5,5
S64352229,7,7
S64813168,23,23
S64352702,7,7
S64166492,2,2
S64279429,8,8
S64107444,14,14
S64935976,11,11
S65041685,10,10
S64038625,9,9
S66532926,23,23
S65280968,6,6
S65233277,12,12
S64112792,9,9
S65237658,11,11
S64039791,9,9
S66727256,5,5
S64077031,14,14
S64906433,11,11
S64143645,7,7
S64265060,1,1
S65271582,9,9
S64553192,1,1
S64436309,1,1
S64115199,12,12
S64408898,1,1
S64413086,1,1
S64413406,1,1
S76942384,1,1
S65239470,2,2
S64139233,16,16
S64897707,12,12
S64553188,6,6
S64436271,6,6
S64318697,9,9
S64436281,8,8
S64148730,7,7
S64265038,6,6
S64038645,7,7
S64085380,10,10
S64344978,8,8
S64408962,6,6
S64413402,6,6
S64112800,10,10
S76942381,6,6
S65033300,18,18
S64413080,6,6
S64173884,11,11
S64112796,8,8
S64892357,15,15
S64268378,8,8
S64034388,8,8
S64945696,18,18
S64033717,10,10
S64899641,15,15
S64889592,10,10
S65075951,10,10
S64778488,12,12
S64071216,8,8
S64151562,12,12
S64071217,8,8
S64741537,16,16
S64206039,12,12
S70043984,11,11
S64352708,6,6
S64813172,6,6
S64196470,25,25
S64352231,6,6
S64348038,6,6
S64166272,12,12
S64223490,14,14
S65180165,4,4
S64699387,6,6
S64496511,6,6
S64112323,15,15
S64935985,8,8
S66560204,10,10
S64085269,10,10
S64034447,10,10
S64041224,10,10
S64112794,10,10
S64436637,4,4
S64407725,13,13
S64413395,6,6
S64946353,20,20
S64407954,13,13
S76942365,6,6
S64318263,6,6
S64352763,10,10
S70526490,6,6
S65040021,13,13
S64223498,4,4
S64409545,6,6
S64264903,6,6
S64496527,10,10
S64413058,6,6
S64279237,6,6
S64407726,13,13
S64553166,6,6
S64352234,10,10
S64223344,4,4
S64436257,6,6
S64347353,10,10
S64564791,3,3
S64142691,11,11
S64033277,4,4
S64857001,3,3
S64436259,12,11
S64085260,8,8
S64041220,8,8
S64413601,13,12
S64112795,12,12
S64034402,12,12
S64946205,13,13
S64112793,8,8
S64413433,11,11
S64414197,11,11
S64406921,11,11
S64414198,12,11
S64034460,8,8
S64407951,11,11
S66264675,7,7
S64551898,8,8
S64408796,10,10
S64555792,8,8
S64191293,4,4
S64264954,8,8
S64552926,8,8
S65076511,8,8
S65270836,10,10
S65180542,6,6
S65033373,10,10
S65262447,8,8
S64407730,11,11
S65714548,8,8
S64265139,10,10
S64413113,4,4
S65040083,7,7
S65267079,10,10
S64413432,10,10
S65076222,7,7
S64553207,10,10
S64413066,8,8
S76942402,4,4
S76942398,10,10
S65233151,6,6
S64555781,10,10
S65039867,4,4
S64552380,8,8
S65180347,4,4
S64407731,11,11
S76942370,8,8
S64840306,14,14
S65262532,8,8
S64841562,13,13
S65180426,5,5
S64413443,4,4
S64553173,8,8
S64413104,10,10
S64265155,4,4
S65076692,13,13
S65271907,9,9
S65262406,14,14
S65271466,7,7
S64079987,2,2
S64902348,13,13
S64408741,4,4
S64409478,8,8
S64777563,8,8
S64145042,2,2
S64413075,12,12
S64553184,12,12
S64935420,11,11
S64265017,12,12
S76942377,12,12
S64935980,11,11
S65041691,11,11
S64932688,11,11
S64441984,12,12
S64496313,4,4
S64496156,3,3
S64352790,12,12
S64352786,4,4
S64352799,3,3
S64345935,4,4
S64345931,12,12
S64345960,6,6
S64347285,3,3
S64496310,12,12
S64384826,3,3
S64352689,6,6
S64039867,4,4
S64496498,6,6
S64350736,3,3
S76942401,2,2
S64441972,2,2
S64413111,2,2
S64265152,2,2
S64436280,2,2
S64413442,2,2
S64553164,2,2
S65231494,4,4
S65231637,1,1
S64268421,11,11
S64345003,11,11
S64268420,11,11
S64269318,11,11
S64345915,7,7
S64436640,9,9
S64224195,9,9
S64226429,9,9
S66564006,3,3
S64813181,7,7
S64140307,2,2
S64268583,6,6
S64553187,9,9
S64265028,15,15
S64269334,9,9
S64441993,9,9
S64413077,15,15
S76942379,15,15
S64441991,15,15
S76942380,9,9
S64344995,9,9
S64349518,8,8
S64265032,9,9
S64553186,15,15
S64344996,6,6
S64413079,9,9
S64268628,9,9
S64269330,6,6
S64436269,3,3
S64347420,3,3
S64071246,14,14
S64413071,7,7
S64900554,8,8
S64268855,2,2
S64413107,3,3
S64306916,7,7
S64409507,3,3
S64408786,3,3
S64071245,14,14
S64318243,7,7
S64344981,2,2
S65890097,2,2
S64413441,3,3
S64264924,3,3
S64889582,3,3
S64553210,3,3
S76942368,3,3
S76942400,3,3
S64413061,3,3
S64496319,3,3
S65926279,6,6
S65855063,15,15
S76942374,7,7
S64112773,2,2
S64553180,7,7
S64441982,7,7
S64352783,3,3
S64269359,2,2
S64265141,3,3
S64079239,3,3
S64553171,3,3
S64113191,3,3
S64266777,7,7
S64265002,7,7
S64436292,3,3
S64413401,3,3
S64040182,1,1
S66727249,2,2
S76942383,7,7
S64413105,2,2
S64413440,2,2
S64408790,2,2
S64384819,5,5
S64225695,2,2
S64553209,2,2
S64265056,7,7
S64436293,2,2
S76942399,2,2
S64352304,5,5
S64353337,5,5
S64436305,7,7
S64553191,7,7
S64413085,7,7
S64408904,7,7
S64413404,7,7
S64564755,8,8
S64032898,3,3
S64035038,2,2
S64167681,8,8
S64038639,11,11
S64413102,9,9
S64265121,9,9
S76942396,9,9
S64413428,9,9
S64039981,1,1
S64148735,11,11
S64553205,9,9
S64408811,9,9
S64555846,9,9
S64384825,7,7
S64268758,3,3
S64268774,2,2
S64269337,8,8
S76942382,3,3
S64496306,7,7
S64413099,4,4
S64347295,7,7
S64350735,7,7
S64553202,4,4
S64265021,6,6
S64344992,8,8
S64408841,4,4
S64265108,4,4
S64436298,3,3
S64268679,8,8
S64441989,6,6
S64344986,3,3
S64413076,6,6
S76942393,4,4
S64269349,3,3
S64413403,3,3
S64555838,4,4
S64413082,3,3
S64344985,2,2
S64265047,3,3
S64441970,3,3
S64553189,3,3
S64413426,4,4
S64352798,7,7
S76942378,6,6
S64553185,6,6
S64352804,6,6
S64496160,6,6
S64496515,6,6
S64352737,6,6
S64338269,6,6
S64348068,6,6
S64116416,9,9
S65179313,6,6
S64081171,2,2
S64145707,2,2
S65076737,7,7
S64112799,11,11
S64085357,11,11
S64033746,11,11
S64555844,5,5
S76942395,5,5
S64318777,9,9
S66727245,1,1
S64901967,10,10
S64344964,9,9
S65264434,7,7
S64413101,5,5
S64268405,9,9
S64562948,8,8
S64114299,3,3
S64408830,5,5
S64553204,5,5
S64269317,9,9
S65233352,6,6
S64413429,5,5
S64265118,5,5
S65926776,9,9
S65926278,7,7
S64384822,4,4
S64747825,2,2
S64344999,6,6
S64268550,6,6
S64350738,4,4
S64268551,6,6
S64269328,6,6
S64347280,4,4
S64169957,2,2
S64738661,2,2
S64935458,7,7
S64552379,7,7
S64932735,10,10
S65714550,7,7
S65041697,10,10
S64935983,10,10
S64935398,10,10
S64552927,7,7
S64906487,7,7
S65041682,7,7
S64935969,7,7
S64543276,2,2
S64551836,7,7
S64555798,7,7
S65237969,2,2
S64563000,1,1
S64777572,7,7
S64265160,4,4
S64408732,4,4
S64413116,4,4
S64413447,4,4
S76942404,4,4
S64857107,2,2
S64413117,6,6
S64408721,2,2
S64936010,3,3
S76942405,6,6
S66727250,3,3
S64413118,2,2
S64265170,2,2
S64265165,6,6
S64413449,6,6
S64408727,6,6
S64544187,4,4
S64413450,2,2
S76942406,2,2
S66727254,1,1
S66727261,4,4
S64889598,1,1
S64496533,1,1
S64413100,3,3
S64116053,2,2
S76942394,3,3
S64265112,3,3
S64555840,3,3
S64348223,1,1
S65271674,5,5
S65230554,5,5
S64413427,3,3
S64553203,3,3
S64408837,3,3
S64352771,1,1
S65926780,4,4
S65926788,4,4
S66727258,2,2
S64897791,1,1
S65181057,3,3
S64496309,3,3
S64384824,3,3
S64345927,3,3
S64268712,4,4
S64352792,3,3
S64344989,4,4
S64269344,4,4
S66727259,3,3
S64265104,1,1
S64413424,1,1
S64408847,1,1
S76942392,1,1
S64413098,1,1
S64553201,1,1
S64555833,1,1
S64038343,2,2
S64553168,2,2
S64409511,2,2
S64413400,2,2
S76942367,2,2
S64264920,2,2
S64413060,2,2
S64436263,2,2
S66727252,2,2
S65231527,1,1
S64408802,1,1
S64553206,1,1
S64112466,1,1
S64555787,1,1
S76942397,1,1
S64413430,1,1
S64413103,1,1
S64265131,1,1
S64347377,1,1
S64496531,1,1
S64352766,1,1
S64891425,27,27
S64233851,36,36
S66727251,6,6
S90679601,42,42
S64812377,35,35
S64223457,45,45
S64891424,35,35
S64112054,31,31
S64436639,45,45
S64890145,27,27
S65043012,26,26
S64890488,28,28
S90679600,36,36
S66052780,42,42
S65346884,26,26
S64886218,23,23
S64890245,9,9
S64806504,12,12
S64856943,24,24
S64481118,32,32
S64409983,24,24
S64141795,32,31
S90679603,35,35
S64202044,31,31
S64552497,28,28
S64847018,30,30
S64744805,15,15
S64262877,11,11
S64906284,21,21
S64887806,18,18
S64205921,19,19
S64548102,25,25
S65041705,21,21
S65040521,26,26
S64387221,29,29
S64305331,30,30
S64226423,45,45
S64380392,22,22
S66050737,35,35
S66053138,36,36
S64228487,18,18
S65360560,14,14
S65261988,12,12
S65890043,22,22
S66727260,16,16
S64165751,5,5
S64737293,24,24
S64036168,13,13
S64149668,30,30
S64774567,33,33
S64941111,39,39
S66564436,15,15
S65261900,6,6
S64223376,9,9
S65265690,6,6
S64140246,26,26
S64262906,9,9
S67398530,21,21
S64086933,23,23
S65449486,31,31
S65261987,12,12
S65448923,24,24
S64889865,40,40
S65045232,22,22
S97690146,13,13
S65488441,16,16
S66560416,19,19
S64384274,18,18
S64813142,30,30
S64198245,29,29
S65034222,14,14
S64630452,11,11
S64562674,11,11
S64562675,11,11
S65045710,16,16
S65034203,14,14
S64812245,30,30
S65448955,9,9
S65448944,4,4
S65360644,3,3
S64946327,13,13
S65347400,15,15
S64844374,14,14
S66727226,9,9
S64636169,14,14
S65045774,17,17
S64845614,19,19
S64169463,2,2
S65449790,12,12
S64172588,4,4
S64170589,6,6
S65073462,9,9
S64198358,7,7
S64220440,12,12
S64081033,7,7
S64339781,24,24
S64223268,10,10
S64265147,19,19
S65044988,7,7
S65448729,15,15
S66727243,7,7
S66727240,6,6
S64813209,2,2
S64847019,24,24
S66564122,6,6
S64743112,9,9
S64779447,5,5
S64028152,4,4
S65041702,12,12
S64141102,6,6
S65262016,9,9
S64349333,11,11
S64436641,9,9
S65262006,6,6
S64850499,12,12
S64136809,4,4
S64224286,9,9
S65262017,9,9
S64703107,10,10
S65262005,6,6
S64226280,11,11
S64225381,8,8
S64171284,42,42
S64380435,9,9
S65307762,11,11
S65307863,14,14
S64224926,12,12
S66727223,4,4
S64200228,16,16
S64198693,14,14
S66727182,3,3
S64268784,10,10
S64382790,16,16
S64941877,17,17
S64169983,8,8
S64200191,5,5
S64941761,17,17
S64890634,12,12
S64562805,8,8
S64562806,8,8
S64198274,5,5
S64630451,8,8
S64938244,10,10
S65307734,9,9
S66727225,3,3
S64937679,9,9
S64845174,4,4
S64564768,5,5
S66727229,2,2
S64413078,15,15
S64226997,7,7
S64844705,7,7
S64220560,3,3
S64382784,18,18
S64165214,2,2
S64224050,7,7
S64195841,6,6
S65261965,3,3
S65261966,3,3
S64198167,1,1
S65307810,4,4
S66727219,3,3
S64897579,1,1
S64844718,5,5
S64027298,2,2
S65044659,14,14
S64630450,13,13
S64844722,4,4
S64562890,13,13
S64847016,15,15
S64562888,13,13
S64223445,7,7
S64169476,7,7
S64300912,15,15
S64385575,15,15
S64225132,4,4
S66727180,4,4
S65360657,8,8
S65360478,7,7
S64038523,8,8
S64562635,11,11
S64562636,11,11
S64630453,11,11
S64493119,14,14
S66727230,4,4
S65073470,7,7
S66727228,2,2
S66563921,8,8
S66907507,1,1
S66888914,1,1
S64772136,3,3
S64263799,9,9
S66727181,4,4
S64258286,6,6
S64844406,1,1
S66727222,8,8
S65352398,8,8
S64413133,5,5
S66727227,3,3
S66727231,3,3
S64882973,6,6
S65041708,6,6
S64226994,7,7
S66727220,6,6
S64489139,3,3
S65639379,3,3
S64844402,3,3
S64171301,2,2
S66726183,1,1
S64771678,4,4
S64206410,2,2
S64223311,3,3
S64932774,3,3
S65041679,3,3
S64844725,2,2
S66727233,2,2
S66727232,1,1
S64037344,1,1
S64081179,1,1
S66727241,3,3
S64172580,3,3
S66727224,2,2
S66727221,1,1
S64171297,1,1
S64028509,1,1
S65230481,7,7
S65229957,7,7
S64894724,28,28
S64894619,17,17
S64899506,15,15
S64936454,11,11
S65232395,44,44
S64894435,44,44
S64902956,17,17
S64902965,17,17
S78912425,14,14
S64927777,7,7
S64938973,11,11
S64933518,6,6
S64934778,44,44
S64995481,17,17
S64902969,20,20
S64936077,44,44
S64933032,6,6
S64994405,17,17
S64907108,11,11
S64894239,20,20
S64074882,42,42
S64894383,17,17
S64940903,11,11
S64933332,6,6
S64899580,7,7
S64932205,14,14
S64933532,14,14
S64642133,41,41
S64904120,7,7
S64902952,28,28
S65013965,5,5
S64996274,28,28
S64935280,43,43
S65067458,7,7
S75846966,11,11
S64935290,9,9
S64933550,11,11
S65067356,12,12
S64902941,9,9
S64940888,5,5
S72975666,12,12
S67316662,9,9
S64936456,11,11
S64906732,11,11
S64902986,12,12
S64902922,7,7
S64899174,9,9
S64938502,6,6
S64893575,12,12
S64901753,9,9
S64902945,8,8
S64933556,11,11
S64937003,11,11
S64937033,5,5
S78912429,15,15
S64926119,12,12
S64894016,12,12
S64932365,6,6
S64904987,12,12
S64940885,6,6
S64928715,9,9
S65077305,6,6
S67316651,6,6
S65076207,6,6
S64902913,12,12
S64908153,12,12
S64902933,9,9
S64940907,11,11
S64938503,12,12
S64899540,11,11
S64992729,12,12
S74869061,11,11
S64937291,14,14
S64938628,6,6
S65079082,6,6
S64932457,13,13
S64927706,12,12
S64933548,8,8
S64897525,8,8
S64110699,22,22
S64932994,6,6
S70279838,3,3
S64938506,15,15
S64933338,6,6
S64903386,8,8
S64938501,13,13
S64460071,13,13
S64902930,18,18
S64902937,7,7
S64936448,6,6
S64945904,15,15
S64937029,11,11
S64899399,4,4
S64933521,6,6
S75846964,11,11
S64933551,14,14
S64938533,6,6
S64991350,12,12
S75846949,5,5
S64543050,13,13
S64933541,9,9
S65230721,12,12
S64893402,8,8
S64144758,12,12
S64844836,8,8
S64899268,9,9
S64885427,24,24
S64927734,12,12
S64903699,14,14
S64902012,12,12
S64938972,11,11
S64932327,12,12
S64902975,12,12
S64903800,11,11
S64899128,7,7
S64936445,13,13
S65035652,15,15
S64904355,3,3
S64936449,12,12
S64936790,5,5
S64899452,7,7
S64036412,12,12
S64936280,15,15
S64903623,11,11
S73199691,2,2
S64902984,12,12
S65297851,11,11
S64902927,4,4
S64899336,18,18
S64902935,9,9
S64927703,8,8
S64937134,14,14
S64927330,9,9
S64898935,9,9
S71482836,3,3
S65067401,3,3
S65028461,14,14
S64993298,8,8
S64894068,8,8
S64940881,7,7
S65067501,13,13
S65067514,9,9
S64902983,10,10
S64902973,8,8
S64933544,9,9
S64936381,15,15
S64902991,14,14
S64905012,15,15
S78912428,15,15
S64893354,10,10
S64936850,10,10
S64894520,13,13
S64932332,9,9
S64903254,9,9
S64946450,19,19
S64893715,10,10
S65067366,15,15
S64902916,9,9
S65035654,9,9
S78912427,9,9
S65076290,9,9
S64902918,7,7
S64904880,12,12
S64927747,12,12
S64933558,16,16
S65076293,7,7
S64936322,19,19
S65079117,6,6
S64937044,10,10
S64905178,13,13
S64927783,6,6
S64904034,2,2
S78912423,16,16
S64990844,14,14
S75809202,7,7
S64927684,10,10
S65067351,12,12
S64938504,15,15
S64926805,6,6
S64901977,7,7
S64901986,9,9
S64902962,13,13
S64904970,12,12
S65067374,12,12
S65230712,2,2
S64844948,5,5
S64893346,12,12
S64927680,12,12
S64940883,9,9
S64945997,9,9
S65067512,7,7
S64933523,9,9
S65011359,9,9
S64927731,12,12
S64927787,2,2
S64931366,16,16
S64893405,14,14
S64994839,13,13
S64927745,15,15
S65068424,9,9
S65029034,7,7
S73055990,2,2
S65059615,9,9
S65059457,8,8
S65068431,8,8
S65068433,7,7
S64038037,34,34
S64901696,9,9
S64904408,3,3
S64935294,9,9
S65067381,3,3
S65352287,3,3
S64933539,9,9
S64905157,1,1
S64893754,8,8
S64902980,8,8
S64992097,8,8
S65302935,3,3
S65067494,1,1
S64926104,7,7
S73199706,13,13
S75809198,4,4
S71482837,2,2
S64927728,10,10
S75809204,5,5
S64928718,4,4
S65067511,7,7
S64927184,4,4
S64904949,10,10
S64847081,5,5
S64844806,8,8
S64902957,7,7
S65076277,5,5
S65298177,5,5
S64940973,3,3
S65067343,10,10
S65076289,3,3
S70277049,2,2
S64940931,5,5
S75846945,3,3
S64901968,7,7
S64902919,7,7
S64846366,3,3
S64896534,15,15
S64937466,13,13
S64036388,28,28
S64935295,15,15
S64901334,5,5
S75809196,11,11
S64937036,13,13
S64938505,14,14
S64933529,5,5
S64938976,11,11
S72975705,28,28
S64936453,14,14
S64936763,13,13
S64936440,11,11
S65068436,7,7
S64932293,14,14
S64144748,28,28
S64901626,15,15
S64933537,15,15
S65068422,6,6
S65028828,7,7
S64940895,11,11
S65028471,6,6
S64932933,11,11
S64995092,12,12
S65029121,6,6
S72975678,4,4
S64036406,4,4
S64902959,12,12
S64894560,12,12
S64113956,15,15
S64112716,4,4
S65068430,6,6
S64152527,15,15
S65037685,18,18
S64144745,4,4
S64152532,12,12
S65068435,6,6
S65028874,6,6
S64036400,10,10
S64113849,8,8
S64152534,8,8
S64112713,10,10
S64113900,12,12
S72975696,10,10
S64144747,10,10
S65067489,3,3
S64905124,3,3
S64901063,7,7
S64945974,7,7
S64903347,10,10
S64903318,11,11
S64933546,10,10
S64899524,14,14
S65067363,10,10
S64927737,10,10
S64905002,10,10
S65035655,7,7
S64933545,11,11
S64933524,7,7
S64926115,7,7
S64902999,7,7
S64902031,7,7
S64902893,7,7
S65230715,7,7
S64938547,8,8
S64938626,8,8
S64929368,9,9
S65079065,9,9
S64847083,3,3
S64940943,3,3
S65076283,3,3
S75809205,3,3
S64899688,4,4
S64896133,9,9
S75846959,13,13
S64937774,13,13
S64112712,9,9
S64992396,10,10
S72975691,9,9
S64036403,9,9
S64940911,6,6
S64935292,10,10
S64938970,6,6
S64902921,13,13
S64144746,9,9
S64893490,10,10
S64940914,13,13
S64893394,12,12
S64933540,10,10
S64906348,6,6
S64901085,9,9
S65028615,6,6
S64901720,10,10
S64902989,10,10
S75846961,6,6
S64936458,6,6
S64991219,10,10
S64902978,10,10
S64933528,9,9
S64893897,10,10
S64927700,12,12
S64932872,8,8
S75809210,8,8
S72975674,6,6
S64036410,6,6
S64936443,8,8
S64938974,8,8
S64112711,6,6
S64144759,6,6
S64940901,8,8
S64936441,7,7
S78912424,10,10
S75809207,7,7
S64931962,10,10
S64938975,7,7
S64933549,10,10
S64940897,7,7
S64932908,7,7
S64493951,6,6
S64894671,10,10
S64995857,10,10
S65035653,9,9
S64945952,9,9
S64902953,10,10
S65068423,4,4
S65059721,4,4
S64893372,9,9
S64895535,10,10
S65028102,5,5
S65079101,10,10
S64927688,9,9
S64902949,10,10
S65028706,9,9
S64937460,8,8
S75846947,8,8
S64936802,8,8
S64937039,8,8
S64904482,4,4
S64901948,5,5
S64940878,5,5
S64902920,5,5
S64946475,5,5
S64902852,5,5
S64940918,5,5
S65067510,5,5
S75846955,5,5
S64904459,2,2
S65067379,2,2
S65076295,5,5
S64938959,5,5
S65067377,4,4
S75809203,5,5
S64904144,4,4
S64936231,10,10
S64904165,3,3
S64904099,6,6
S65067459,6,6
S64927765,5,5
S64927773,4,4
S64899425,7,7
S64927779,6,6
S64904273,4,4
S64938507,10,10
S64902924,7,7
S65067444,4,4
S64904199,5,5
S65067425,5,5
S64902971,5,5
S64894136,5,5
S64993672,5,5
S65067419,4,4
S65067435,3,3
S64927760,4,4
S64927767,3,3
S64845081,4,4
S65067336,8,8
S65079043,7,7
S64929370,7,7
S64927714,8,8
S64904933,8,8
S64903765,8,8
S64896033,7,7
S64933553,8,8
S75809200,6,6
S64926982,6,6
S64928367,6,6
S65028238,4,4
S64901356,8,8
S64933534,8,8
S64899647,1,1
S64902946,3,3
S64902057,3,3
S65079031,3,3
S64926110,3,3
S64931554,3,3
S65067466,5,5
S64895641,3,3
S64903003,3,3
S65559159,4,4
S64927782,5,5
S65559034,4,4
S64893418,3,3
S64902891,3,3
S64927694,3,3
S64904054,5,5
S65067396,1,1
S64904368,1,1
S64938625,5,5
S64938591,5,5
S75846935,6,6
S64940867,6,6
S65076287,6,6
S64846560,6,6
S64850898,6,6
S64893380,2,2
S64927698,2,2
S64994107,5,5
S64894278,5,5
S64902967,5,5
S64938683,3,3
S64938770,3,3
S64894789,8,8
S64996477,8,8
S64902950,8,8
S65174142,2,2
S65559132,3,3
S64904435,1,1
S65067407,2,2
S65067385,1,1
S64904325,2,2
S65559185,2,2
S64902931,2,2
S64846411,2,2
S64850901,2,2
S64927755,1,1
S65067412,1,1
S64904310,1,1
S64277040,19,19
S64811682,9,9
S64300843,19,19
S64636735,16,16
S64550642,10,10
S64651823,12,12
S64636605,12,12
S64549906,5,5
S64489736,9,9
S64277975,24,24
S64550443,8,8
S64651872,15,15
S64552761,6,6
S64651794,16,16
S64490613,13,13
S64450188,11,11
S64505133,13,13
S64304456,24,24
S64550934,8,8
S64548498,4,4
S64549229,3,3
S64342553,19,19
S64505353,8,8
S64636853,15,15
S64341977,24,24
S64304472,19,19
S64300886,24,24
S64447567,9,9
S64342606,6,6
S64305568,18,18
S64305564,6,6
S64276642,20,20
S64300879,8,8
S64300815,20,20
S64304458,8,8
S64342598,18,18
S64632493,18,18
S64304462,18,18
S64277945,8,8
S64505315,17,17
S64304459,6,6
S64277755,18,18
S64342608,8,8
S64342144,20,20
S64277890,6,6
S64264316,38,38
S64300872,6,6
S64551309,39,39
S64547376,7,7
S64490485,14,14
S64635504,6,6
S64196228,16,16
S65072472,6,6
S64544869,13,13
S64450124,8,8
S64089637,24,24
S64552613,6,6
S64635028,8,8
S64138828,22,22
S64635029,8,8
S64089241,24,24
S65072473,6,6
S64636944,9,9
S64547454,12,12
S64634506,5,5
S64651850,11,11
S64651840,9,9
S64553081,8,8
S64634505,5,5
S64635782,6,6
S65073927,5,5
S79596746,5,5
S64636804,11,11
S64490212,8,8
S64550410,8,8
S64633298,7,7
S64635781,6,6
S64633299,7,7
S64642931,4,4
S64551926,4,4
S64304470,11,11
S64277728,11,11
S64305569,11,11
S64342589,11,11
S64300850,11,11
S64450135,9,9
S64546855,15,15
S64304075,6,6
S64342494,10,10
S64714687,5,5
S64276997,10,10
S64341901,13,13
S64300836,10,10
S64548881,3,3
S64276465,13,13
S64300800,13,13
S64304465,13,13
S64630222,7,7
S64636744,12,12
