scientific_name,predictor,coefficient,se,order,common_name,eBird_spp_codes,Habitat.use,Habitat.type,Notes,HWI,Body.mass,Log.transformed.Body.Mass,TrophicLevel,TrophicNiche,Migration.1,Migration.2,Migration.3,Diet
Dicrurus leucophaeus,Ibio_1^2,-9.26655101107106,1.58341190356339,Passeriformes,Ashy Drongo,ashdro1,OC,Forest,Observed in mostly forested areas (seen in Eucalyptus in Valparai),30.10929264,37.6,1.575187845,Carnivore,Invertivore,Full Migrant,1,directional migratory,invertebrates
Dicrurus leucophaeus,bio_12,4.15617012628017,1.24446330862726,Passeriformes,Ashy Drongo,ashdro1,OC,Forest,Observed in mostly forested areas (seen in Eucalyptus in Valparai),30.10929264,37.6,1.575187845,Carnivore,Invertivore,Full Migrant,1,directional migratory,invertebrates
Dicrurus leucophaeus,Ibio_12^2,-3.12944780895625,1.17857780120759,Passeriformes,Ashy Drongo,ashdro1,OC,Forest,Observed in mostly forested areas (seen in Eucalyptus in Valparai),30.10929264,37.6,1.575187845,Carnivore,Invertivore,Full Migrant,1,directional migratory,invertebrates
Dicrurus leucophaeus,lc_05,-1.40742204727304,0.46675224976769,Passeriformes,Ashy Drongo,ashdro1,OC,Forest,Observed in mostly forested areas (seen in Eucalyptus in Valparai),30.10929264,37.6,1.575187845,Carnivore,Invertivore,Full Migrant,1,directional migratory,invertebrates
Loriculus vernalis,bio_1,15.6327817334915,2.27169865142898,Psittaciformes,Vernal Hanging-Parrot,vehpar1,OC,Forest,Forest bird,45.63002759,35.7,1.552668216,Herbivore,Frugivore,Full Migrant,1,resident,fruit
Loriculus vernalis,Ibio_1^2,-10.3315334095787,1.92175358172651,Psittaciformes,Vernal Hanging-Parrot,vehpar1,OC,Forest,Forest bird,45.63002759,35.7,1.552668216,Herbivore,Frugivore,Full Migrant,1,resident,fruit
Loriculus vernalis,bio_12,7.24905239056655,1.28456774915214,Psittaciformes,Vernal Hanging-Parrot,vehpar1,OC,Forest,Forest bird,45.63002759,35.7,1.552668216,Herbivore,Frugivore,Full Migrant,1,resident,fruit
Loriculus vernalis,Ibio_12^2,-5.09022640869771,1.21596061418134,Psittaciformes,Vernal Hanging-Parrot,vehpar1,OC,Forest,Forest bird,45.63002759,35.7,1.552668216,Herbivore,Frugivore,Full Migrant,1,resident,fruit
Loriculus vernalis,lc_03,-3.58109623667382,1.72764414346611,Psittaciformes,Vernal Hanging-Parrot,vehpar1,OC,Forest,Forest bird,45.63002759,35.7,1.552668216,Herbivore,Frugivore,Full Migrant,1,resident,fruit
Pycnonotus luteolus,bio_1,21.516190115878,5.62095778035789,Passeriformes,White-browed Bulbul,whbbul2,OC,Generalist,open habitats/scrubby jungle,11.20238876,34.7,1.540329475,Herbivore,Frugivore,Not a Migrant,1,resident,fruit
Pycnonotus luteolus,Ibio_1^2,-12.9916214178143,4.2692264432775,Passeriformes,White-browed Bulbul,whbbul2,OC,Generalist,open habitats/scrubby jungle,11.20238876,34.7,1.540329475,Herbivore,Frugivore,Not a Migrant,1,resident,fruit
Pycnonotus luteolus,Ibio_12^2,-8.13025201788485,2.32330048305605,Passeriformes,White-browed Bulbul,whbbul2,OC,Generalist,open habitats/scrubby jungle,11.20238876,34.7,1.540329475,Herbivore,Frugivore,Not a Migrant,1,resident,fruit
Pycnonotus luteolus,lc_09,5.03773272612931,1.20279934005729,Passeriformes,White-browed Bulbul,whbbul2,OC,Generalist,open habitats/scrubby jungle,11.20238876,34.7,1.540329475,Herbivore,Frugivore,Not a Migrant,1,resident,fruit
Aegithina tiphia,bio_1,8.39741768227069,2.96517196813792,Passeriformes,Common Iora,comior1,OC,Forest,forest edges as well as open habitats,9.442634919,12,1.079181246,Carnivore,Invertivore,Not a Migrant,1,resident,invertebrates
Aegithina tiphia,lc_09,10.6017252253265,3.62383209670838,Passeriformes,Common Iora,comior1,OC,Forest,forest edges as well as open habitats,9.442634919,12,1.079181246,Carnivore,Invertivore,Not a Migrant,1,resident,invertebrates
Copsychus fulicatus,lc_01,-5.93792058658837,1.52192046562749,Passeriformes,Indian Robin,indrob1,OC,Generalist,Widespread generalist,7.722208932,16.6,1.220108088,Carnivore,Invertivore,Not a Migrant,1,resident,invertebrates
Copsychus fulicatus,lc_04,-1.64466897554499,0.649320775369542,Passeriformes,Indian Robin,indrob1,OC,Generalist,Widespread generalist,7.722208932,16.6,1.220108088,Carnivore,Invertivore,Not a Migrant,1,resident,invertebrates
Copsychus fulicatus,lc_07,-3.11428216751397,1.01752443531046,Passeriformes,Indian Robin,indrob1,OC,Generalist,Widespread generalist,7.722208932,16.6,1.220108088,Carnivore,Invertivore,Not a Migrant,1,resident,invertebrates
Oriolus kundoo,bio_1,17.3814853952611,3.47383966270573,Passeriformes,Indian Golden Oriole,ingori1,OC,Generalist,"Although occurring in tree canopies, found widely",32.63653545,79,1.897627091,Omnivore,Omnivore,NA,1,directional migratory,NA
Oriolus kundoo,Ibio_1^2,-10.2132597451877,2.6974199656949,Passeriformes,Indian Golden Oriole,ingori1,OC,Generalist,"Although occurring in tree canopies, found widely",32.63653545,79,1.897627091,Omnivore,Omnivore,NA,1,directional migratory,NA
Oriolus kundoo,bio_12,7.65242541934445,1.3793036039094,Passeriformes,Indian Golden Oriole,ingori1,OC,Generalist,"Although occurring in tree canopies, found widely",32.63653545,79,1.897627091,Omnivore,Omnivore,NA,1,directional migratory,NA
Oriolus kundoo,Ibio_12^2,-5.73197208829375,1.30925517256343,Passeriformes,Indian Golden Oriole,ingori1,OC,Generalist,"Although occurring in tree canopies, found widely",32.63653545,79,1.897627091,Omnivore,Omnivore,NA,1,directional migratory,NA
Passer domesticus,bio_1,9.61911774242436,1.75963426733273,Passeriformes,House Sparrow,houspa,OC,Generalist,Widespread generalist,25.709883,27.7,1.423409728,Herbivore,Granivore,Not a Migrant,1,dispersive migratory,seeds
Passer domesticus,Ibio_1^2,-13.7465626648072,1.77930567758109,Passeriformes,House Sparrow,houspa,OC,Generalist,Widespread generalist,25.709883,27.7,1.423409728,Herbivore,Granivore,Not a Migrant,1,dispersive migratory,seeds
Passer domesticus,bio_12,-5.61809727162145,1.20589840627443,Passeriformes,House Sparrow,houspa,OC,Generalist,Widespread generalist,25.709883,27.7,1.423409728,Herbivore,Granivore,Not a Migrant,1,dispersive migratory,seeds
Passer domesticus,Ibio_12^2,4.68410241186688,1.15518295000386,Passeriformes,House Sparrow,houspa,OC,Generalist,Widespread generalist,25.709883,27.7,1.423409728,Herbivore,Granivore,Not a Migrant,1,dispersive migratory,seeds
Passer domesticus,lc_04,3.32166549972527,1.57247587263283,Passeriformes,House Sparrow,houspa,OC,Generalist,Widespread generalist,25.709883,27.7,1.423409728,Herbivore,Granivore,Not a Migrant,1,dispersive migratory,seeds
Saxicola caprata,Ibio_1^2,-4.64422604665254,2.0750301444825,Passeriformes,Pied Bushchat,piebus1,OC,Generalist,often seen in open habitats - tea plantations,11.2556987,15.2,1.181843588,Carnivore,Invertivore,Full Migrant,3,directional migratory,invertebrates
Saxicola caprata,bio_12,-7.84940554851248,1.3647508301255,Passeriformes,Pied Bushchat,piebus1,OC,Generalist,often seen in open habitats - tea plantations,11.2556987,15.2,1.181843588,Carnivore,Invertivore,Full Migrant,3,directional migratory,invertebrates
Saxicola caprata,Ibio_12^2,7.52437958428814,1.23293444085712,Passeriformes,Pied Bushchat,piebus1,OC,Generalist,often seen in open habitats - tea plantations,11.2556987,15.2,1.181843588,Carnivore,Invertivore,Full Migrant,3,directional migratory,invertebrates
Saxicola caprata,lc_03,3.20202718287086,0.832936075607736,Passeriformes,Pied Bushchat,piebus1,OC,Generalist,often seen in open habitats - tea plantations,11.2556987,15.2,1.181843588,Carnivore,Invertivore,Full Migrant,3,directional migratory,invertebrates
Saxicola caprata,lc_04,2.43066954124882,0.582816062161785,Passeriformes,Pied Bushchat,piebus1,OC,Generalist,often seen in open habitats - tea plantations,11.2556987,15.2,1.181843588,Carnivore,Invertivore,Full Migrant,3,directional migratory,invertebrates
Motacilla maderaspatensis,bio_12,-3.08333820223149,1.33740984501156,Passeriformes,White-browed wagtail,,OC,Generalist,Open habitats,NA,NA,NA,NA,NA,NA,NA,NA,NA
Motacilla maderaspatensis,Ibio_12^2,3.48564312127014,1.33084767871653,Passeriformes,White-browed wagtail,,OC,Generalist,Open habitats,NA,NA,NA,NA,NA,NA,NA,NA,NA
Motacilla maderaspatensis,lc_09,9.25734900293136,2.5946575216161,Passeriformes,White-browed wagtail,,OC,Generalist,Open habitats,NA,NA,NA,NA,NA,NA,NA,NA,NA
Psilopogon haemacephalus,bio_1,27.5992684622558,3.80041470108426,Piciformes,Coppersmith Barbet,copbar1,OC,Generalist,Widespread generalist,25.0825522,46.7,1.648262406,Omnivore,Frugivore,Not a Migrant,1,resident,fruit
Psilopogon haemacephalus,Ibio_1^2,-17.7109872532024,2.79469928815339,Piciformes,Coppersmith Barbet,copbar1,OC,Generalist,Widespread generalist,25.0825522,46.7,1.648262406,Omnivore,Frugivore,Not a Migrant,1,resident,fruit
Psilopogon haemacephalus,bio_12,3.20277646213417,1.14531439702817,Piciformes,Coppersmith Barbet,copbar1,OC,Generalist,Widespread generalist,25.0825522,46.7,1.648262406,Omnivore,Frugivore,Not a Migrant,1,resident,fruit
Psilopogon haemacephalus,Ibio_12^2,-5.15290735054524,1.13906150443763,Piciformes,Coppersmith Barbet,copbar1,OC,Generalist,Widespread generalist,25.0825522,46.7,1.648262406,Omnivore,Frugivore,Not a Migrant,1,resident,fruit
Dicrurus paradiseus,bio_1,23.0987280753355,4.35182647089421,Passeriformes,Greater Racket-tailed Drongo,grtdro1,FOR,Forest,forest and forest edges,22.20132932,79.5,1.93358851,Carnivore,Invertivore,Not a Migrant,1,directional migratory,invertebrates
Dicrurus paradiseus,Ibio_1^2,-10.6273298598604,3.41596482091571,Passeriformes,Greater Racket-tailed Drongo,grtdro1,FOR,Forest,forest and forest edges,22.20132932,79.5,1.93358851,Carnivore,Invertivore,Not a Migrant,1,directional migratory,invertebrates
Dicrurus paradiseus,bio_12,17.5446384601134,1.69990821348213,Passeriformes,Greater Racket-tailed Drongo,grtdro1,FOR,Forest,forest and forest edges,22.20132932,79.5,1.93358851,Carnivore,Invertivore,Not a Migrant,1,directional migratory,invertebrates
Dicrurus paradiseus,Ibio_12^2,-13.0818533402419,1.53256239968592,Passeriformes,Greater Racket-tailed Drongo,grtdro1,FOR,Forest,forest and forest edges,22.20132932,79.5,1.93358851,Carnivore,Invertivore,Not a Migrant,1,directional migratory,invertebrates
Acridotheres fuscus,bio_1,18.2065070737609,1.77562291522989,Passeriformes,Jungle Myna,junmyn1,OC,Generalist,Open habitats,24.7162719,82.8,1.918030337,Omnivore,Omnivore,Not a Migrant,2,resident,omnivore
Acridotheres fuscus,Ibio_1^2,-21.4125888677772,1.73894126998752,Passeriformes,Jungle Myna,junmyn1,OC,Generalist,Open habitats,24.7162719,82.8,1.918030337,Omnivore,Omnivore,Not a Migrant,2,resident,omnivore
Acridotheres fuscus,lc_07,5.93342813875916,2.1500319043438,Passeriformes,Jungle Myna,junmyn1,OC,Generalist,Open habitats,24.7162719,82.8,1.918030337,Omnivore,Omnivore,Not a Migrant,2,resident,omnivore
Pavo cristatus,bio_1,35.0780189827341,3.74817035541195,Galliformes,Indian Peafowl,compea,OC,Generalist,forest edges and agricultural land,28.71360931,4194,3.618551168,Omnivore,Omnivore,Not a Migrant,1,resident,omnivore
Pavo cristatus,Ibio_1^2,-26.1564495288907,2.86980777686896,Galliformes,Indian Peafowl,compea,OC,Generalist,forest edges and agricultural land,28.71360931,4194,3.618551168,Omnivore,Omnivore,Not a Migrant,1,resident,omnivore
Pavo cristatus,Ibio_12^2,-2.24532408745814,1.11634569572812,Galliformes,Indian Peafowl,compea,OC,Generalist,forest edges and agricultural land,28.71360931,4194,3.618551168,Omnivore,Omnivore,Not a Migrant,1,resident,omnivore
Acrocephalus dumetorum,bio_1,8.82175869127518,1.47757565962993,Passeriformes,Blyth's Reed Warbler,blrwar1,OC,Generalist,Widespread generalist when it arrives in south India,21.82218576,11.2,1.0492180230000001,Carnivore,Invertivore,Full Migrant,3,directional migratory,invertebrates
Acrocephalus dumetorum,Ibio_1^2,-10.2559777168407,1.34420194900942,Passeriformes,Blyth's Reed Warbler,blrwar1,OC,Generalist,Widespread generalist when it arrives in south India,21.82218576,11.2,1.0492180230000001,Carnivore,Invertivore,Full Migrant,3,directional migratory,invertebrates
Acrocephalus dumetorum,lc_05,-2.24547126481418,0.688826280337617,Passeriformes,Blyth's Reed Warbler,blrwar1,OC,Generalist,Widespread generalist when it arrives in south India,21.82218576,11.2,1.0492180230000001,Carnivore,Invertivore,Full Migrant,3,directional migratory,invertebrates
Dinopium benghalense,bio_1,33.7127880915489,5.06633391329079,Piciformes,Black-rumped Flameback,bkrfla1,OC,Forest,wooded habitats but widespread,20.69691878,100,2,Carnivore,Invertivore,Not a Migrant,1,resident,invertebrates
Dinopium benghalense,Ibio_1^2,-21.4140973821389,3.66141116091157,Piciformes,Black-rumped Flameback,bkrfla1,OC,Forest,wooded habitats but widespread,20.69691878,100,2,Carnivore,Invertivore,Not a Migrant,1,resident,invertebrates
Dinopium benghalense,bio_12,10.6443797402341,1.51243823360249,Piciformes,Black-rumped Flameback,bkrfla1,OC,Forest,wooded habitats but widespread,20.69691878,100,2,Carnivore,Invertivore,Not a Migrant,1,resident,invertebrates
Dinopium benghalense,Ibio_12^2,-8.80894072462591,1.41146007947112,Piciformes,Black-rumped Flameback,bkrfla1,OC,Forest,wooded habitats but widespread,20.69691878,100,2,Carnivore,Invertivore,Not a Migrant,1,resident,invertebrates
Dinopium benghalense,lc_07,2.53742398496266,0.918245664918314,Piciformes,Black-rumped Flameback,bkrfla1,OC,Forest,wooded habitats but widespread,20.69691878,100,2,Carnivore,Invertivore,Not a Migrant,1,resident,invertebrates
Cinnyris asiaticus,bio_1,11.1230812409081,1.7760343450597,Passeriformes,Purple Sunbird,pursun4,OC,Generalist,Widespread generalist,17.7876848,8.1,0.908485019,Omnivore,Omnivore,Not a Migrant,1,resident,omnivore
Cinnyris asiaticus,Ibio_1^2,-8.65036738303346,1.58962329814948,Passeriformes,Purple Sunbird,pursun4,OC,Generalist,Widespread generalist,17.7876848,8.1,0.908485019,Omnivore,Omnivore,Not a Migrant,1,resident,omnivore
Cinnyris asiaticus,bio_12,-3.03064700932942,1.37455478836002,Passeriformes,Purple Sunbird,pursun4,OC,Generalist,Widespread generalist,17.7876848,8.1,0.908485019,Omnivore,Omnivore,Not a Migrant,1,resident,omnivore
Cinnyris asiaticus,Ibio_12^2,2.6784870113078,1.27643255916939,Passeriformes,Purple Sunbird,pursun4,OC,Generalist,Widespread generalist,17.7876848,8.1,0.908485019,Omnivore,Omnivore,Not a Migrant,1,resident,omnivore
Cinnyris asiaticus,lc_09,4.63302712022389,2.25860039852863,Passeriformes,Purple Sunbird,pursun4,OC,Generalist,Widespread generalist,17.7876848,8.1,0.908485019,Omnivore,Omnivore,Not a Migrant,1,resident,omnivore
Merops orientalis,bio_12,-12.9110611077105,3.63242810046564,Coraciiformes,Green Bee-eater,grbeat1,OC,Generalist,Widespread generalist,35.33244734,14.8,1.170261715,Carnivore,Invertivore,Full Migrant,1,dispersive migratory,invertebrates
Merops orientalis,Ibio_12^2,8.6550364118650691,3.13091851950534,Coraciiformes,Green Bee-eater,grbeat1,OC,Generalist,Widespread generalist,35.33244734,14.8,1.170261715,Carnivore,Invertivore,Full Migrant,1,dispersive migratory,invertebrates
Merops orientalis,lc_04,1.28150876739449,0.573721227527392,Coraciiformes,Green Bee-eater,grbeat1,OC,Generalist,Widespread generalist,35.33244734,14.8,1.170261715,Carnivore,Invertivore,Full Migrant,1,dispersive migratory,invertebrates
Prinia socialis,bio_1,11.5140795531833,2.52314279778864,Passeriformes,Ashy prinia,,OC,Generalist,Open habitats,NA,NA,NA,NA,NA,NA,NA,NA,NA
Prinia socialis,Ibio_1^2,-14.3533617697022,2.51153305913162,Passeriformes,Ashy prinia,,OC,Generalist,Open habitats,NA,NA,NA,NA,NA,NA,NA,NA,NA
Prinia socialis,bio_12,-5.18002754334238,1.57393281396785,Passeriformes,Ashy prinia,,OC,Generalist,Open habitats,NA,NA,NA,NA,NA,NA,NA,NA,NA
Prinia socialis,Ibio_12^2,3.87510781521229,1.44909692328561,Passeriformes,Ashy prinia,,OC,Generalist,Open habitats,NA,NA,NA,NA,NA,NA,NA,NA,NA
Prinia socialis,lc_04,3.42028896032791,1.2841785198592,Passeriformes,Ashy prinia,,OC,Generalist,Open habitats,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dendrocitta vagabunda,bio_1,9.31703884020425,3.45296775981299,Passeriformes,Rufous Treepie,ruftre2,OC,Forest,woodland habitats but widespread,14.95803233,100,2,Carnivore,Omnivore,Not a Migrant,1,resident,omnivore
Dendrocitta vagabunda,bio_12,9.47360642544263,1.5017552921409,Passeriformes,Rufous Treepie,ruftre2,OC,Forest,woodland habitats but widespread,14.95803233,100,2,Carnivore,Omnivore,Not a Migrant,1,resident,omnivore
Dendrocitta vagabunda,Ibio_12^2,-8.89465475551986,1.49543261533159,Passeriformes,Rufous Treepie,ruftre2,OC,Forest,woodland habitats but widespread,14.95803233,100,2,Carnivore,Omnivore,Not a Migrant,1,resident,omnivore
Dendrocitta vagabunda,lc_01,-4.03538650326328,0.739151831279789,Passeriformes,Rufous Treepie,ruftre2,OC,Forest,woodland habitats but widespread,14.95803233,100,2,Carnivore,Omnivore,Not a Migrant,1,resident,omnivore
Streptopelia chinensis,bio_1,11.8840373541526,1.38897286527616,Columbiformes,Spotted Dove,spodov,OC,Generalist,Widespread generalist,30.6093332,159,2.201397124,Herbivore,Granivore,Full Migrant,1,dispersive migratory,seeds
Streptopelia chinensis,Ibio_1^2,-11.5819365051351,1.28372799074602,Columbiformes,Spotted Dove,spodov,OC,Generalist,Widespread generalist,30.6093332,159,2.201397124,Herbivore,Granivore,Full Migrant,1,dispersive migratory,seeds
Streptopelia chinensis,bio_12,5.41230272831866,1.0365944567739,Columbiformes,Spotted Dove,spodov,OC,Generalist,Widespread generalist,30.6093332,159,2.201397124,Herbivore,Granivore,Full Migrant,1,dispersive migratory,seeds
Streptopelia chinensis,Ibio_12^2,-4.45108504763781,0.985955370308599,Columbiformes,Spotted Dove,spodov,OC,Generalist,Widespread generalist,30.6093332,159,2.201397124,Herbivore,Granivore,Full Migrant,1,dispersive migratory,seeds
Streptopelia chinensis,lc_04,2.3508312655553,0.647071353188432,Columbiformes,Spotted Dove,spodov,OC,Generalist,Widespread generalist,30.6093332,159,2.201397124,Herbivore,Granivore,Full Migrant,1,dispersive migratory,seeds
Streptopelia chinensis,lc_07,2.4615193241013,0.736469960705919,Columbiformes,Spotted Dove,spodov,OC,Generalist,Widespread generalist,30.6093332,159,2.201397124,Herbivore,Granivore,Full Migrant,1,dispersive migratory,seeds
Copsychus saularis,bio_1,21.3528232476368,1.7960718042505,Passeriformes,Oriental Magpie-Robin,magrob,OC,Generalist,Widespread generalist,18.59340096,36,1.556302501,Carnivore,Invertivore,Not a Migrant,1,resident,invertebrates
Copsychus saularis,Ibio_1^2,-17.7024356446982,1.57328295234228,Passeriformes,Oriental Magpie-Robin,magrob,OC,Generalist,Widespread generalist,18.59340096,36,1.556302501,Carnivore,Invertivore,Not a Migrant,1,resident,invertebrates
Copsychus saularis,bio_12,7.47031539131196,1.07289686790461,Passeriformes,Oriental Magpie-Robin,magrob,OC,Generalist,Widespread generalist,18.59340096,36,1.556302501,Carnivore,Invertivore,Not a Migrant,1,resident,invertebrates
Copsychus saularis,Ibio_12^2,-6.16364607111017,1.01700649193076,Passeriformes,Oriental Magpie-Robin,magrob,OC,Generalist,Widespread generalist,18.59340096,36,1.556302501,Carnivore,Invertivore,Not a Migrant,1,resident,invertebrates
Pycnonotus cafer,bio_1,10.3879951107222,1.67819512692703,Passeriformes,Red-vented Bulbul,revbul,OC,Generalist,Widespread generalist,16.99361609,42.9,1.631950826,Herbivore,Omnivore,Not a Migrant,1,resident,omnivore
Pycnonotus cafer,Ibio_1^2,-7.47429843978732,1.54760615739548,Passeriformes,Red-vented Bulbul,revbul,OC,Generalist,Widespread generalist,16.99361609,42.9,1.631950826,Herbivore,Omnivore,Not a Migrant,1,resident,omnivore
Pycnonotus cafer,Ibio_12^2,-4.66380881055717,1.70538122949214,Passeriformes,Red-vented Bulbul,revbul,OC,Generalist,Widespread generalist,16.99361609,42.9,1.631950826,Herbivore,Omnivore,Not a Migrant,1,resident,omnivore
Centropus sinensis,bio_1,14.407139215134,1.98590482107889,Cuculiformes,Greater Coucal,grecou1,OC,Generalist,Widespread generalist,13.23180548,283,2.448242413,Carnivore,Vertivore,Not a Migrant,1,resident,vertebrates
Centropus sinensis,Ibio_1^2,-11.3414969518326,1.78184446918844,Cuculiformes,Greater Coucal,grecou1,OC,Generalist,Widespread generalist,13.23180548,283,2.448242413,Carnivore,Vertivore,Not a Migrant,1,resident,vertebrates
Centropus sinensis,bio_12,4.01624016185008,1.4342592669163,Cuculiformes,Greater Coucal,grecou1,OC,Generalist,Widespread generalist,13.23180548,283,2.448242413,Carnivore,Vertivore,Not a Migrant,1,resident,vertebrates
Centropus sinensis,lc_04,2.16541188261198,0.664664531079901,Cuculiformes,Greater Coucal,grecou1,OC,Generalist,Widespread generalist,13.23180548,283,2.448242413,Carnivore,Vertivore,Not a Migrant,1,resident,vertebrates
Orthotomus sutorius,bio_1,18.53852748372,2.36013936812585,Passeriformes,Common Tailorbird,comtai1,OC,Generalist,Widespread generalist,10.61962388,7.5,0.875061263,Carnivore,Invertivore,Not a Migrant,1,resident,invertebrates
Orthotomus sutorius,Ibio_1^2,-13.9978793823281,1.97602914094791,Passeriformes,Common Tailorbird,comtai1,OC,Generalist,Widespread generalist,10.61962388,7.5,0.875061263,Carnivore,Invertivore,Not a Migrant,1,resident,invertebrates
Orthotomus sutorius,Ibio_12^2,2.84071319682193,1.21471120118301,Passeriformes,Common Tailorbird,comtai1,OC,Generalist,Widespread generalist,10.61962388,7.5,0.875061263,Carnivore,Invertivore,Not a Migrant,1,resident,invertebrates
Orthotomus sutorius,lc_09,4.79532636103363,2.07984970140309,Passeriformes,Common Tailorbird,comtai1,OC,Generalist,Widespread generalist,10.61962388,7.5,0.875061263,Carnivore,Invertivore,Not a Migrant,1,resident,invertebrates
Pycnonotus jocosus,bio_1,-45.490652788202,9.23204318488441,Passeriformes,Red-whiskered Bulbul,rewbul,OC,Generalist,Widespread generalist,14.25432338,27.4,1.469380136,Herbivore,Omnivore,Not a Migrant,1,resident,omnivore
Pycnonotus jocosus,Ibio_1^2,22.1490749427,5.71140246333583,Passeriformes,Red-whiskered Bulbul,rewbul,OC,Generalist,Widespread generalist,14.25432338,27.4,1.469380136,Herbivore,Omnivore,Not a Migrant,1,resident,omnivore
Pycnonotus jocosus,bio_12,4.30825468823547,1.15895379141493,Passeriformes,Red-whiskered Bulbul,rewbul,OC,Generalist,Widespread generalist,14.25432338,27.4,1.469380136,Herbivore,Omnivore,Not a Migrant,1,resident,omnivore
Pycnonotus jocosus,Ibio_12^2,-2.49008648465581,1.1624755011867,Passeriformes,Red-whiskered Bulbul,rewbul,OC,Generalist,Widespread generalist,14.25432338,27.4,1.469380136,Herbivore,Omnivore,Not a Migrant,1,resident,omnivore
Pycnonotus jocosus,lc_01,-2.64781452454994,0.541071613947565,Passeriformes,Red-whiskered Bulbul,rewbul,OC,Generalist,Widespread generalist,14.25432338,27.4,1.469380136,Herbivore,Omnivore,Not a Migrant,1,resident,omnivore
Pycnonotus jocosus,lc_09,3.98744794955078,1.44112006045967,Passeriformes,Red-whiskered Bulbul,rewbul,OC,Generalist,Widespread generalist,14.25432338,27.4,1.469380136,Herbivore,Omnivore,Not a Migrant,1,resident,omnivore
Psittacula krameri,bio_12,-8.40790576181299,2.18923941485012,Psittaciformes,Rose-ringed Parakeet,rorpar,OC,Generalist,Widespread generalist,47.72960483,116.5,2.064869625,Herbivore,Omnivore,Not a Migrant,1,resident,fruit
Psittacula krameri,Ibio_12^2,5.70800503137851,2.0575826697627,Psittaciformes,Rose-ringed Parakeet,rorpar,OC,Generalist,Widespread generalist,47.72960483,116.5,2.064869625,Herbivore,Omnivore,Not a Migrant,1,resident,fruit
Psittacula krameri,lc_04,2.34127862637488,0.616326532480356,Psittaciformes,Rose-ringed Parakeet,rorpar,OC,Generalist,Widespread generalist,47.72960483,116.5,2.064869625,Herbivore,Omnivore,Not a Migrant,1,resident,fruit
Halcyon smyrnensis,bio_1,10.8717915338102,2.25238864376318,Coraciiformes,White-throated Kingfisher,whtkin2,OC,Generalist,"edges, but water bodies and open areas",20.24597458,91.4,1.960946196,Carnivore,Omnivore,Not a Migrant,2,resident,vertebrates
Halcyon smyrnensis,Ibio_1^2,-6.16549377068633,1.95579052179562,Coraciiformes,White-throated Kingfisher,whtkin2,OC,Generalist,"edges, but water bodies and open areas",20.24597458,91.4,1.960946196,Carnivore,Omnivore,Not a Migrant,2,resident,vertebrates
Halcyon smyrnensis,bio_12,4.20058105463132,1.401571486293,Coraciiformes,White-throated Kingfisher,whtkin2,OC,Generalist,"edges, but water bodies and open areas",20.24597458,91.4,1.960946196,Carnivore,Omnivore,Not a Migrant,2,resident,vertebrates
Halcyon smyrnensis,Ibio_12^2,-2.80586951775061,1.28618272843316,Coraciiformes,White-throated Kingfisher,whtkin2,OC,Generalist,"edges, but water bodies and open areas",20.24597458,91.4,1.960946196,Carnivore,Omnivore,Not a Migrant,2,resident,vertebrates
Halcyon smyrnensis,lc_09,4.57121533625908,1.88444517778143,Coraciiformes,White-throated Kingfisher,whtkin2,OC,Generalist,"edges, but water bodies and open areas",20.24597458,91.4,1.960946196,Carnivore,Omnivore,Not a Migrant,2,resident,vertebrates
Psilopogon viridis,bio_1,11.8238680153148,1.72107891155235,Piciformes,White-cheeked Barbet,whcbar1,OC,Generalist,Widespread generalist,20.66856819,80.5,1.90579588,Herbivore,Frugivore,Not a Migrant,1,resident,fruit
Psilopogon viridis,Ibio_1^2,-11.6698404620994,1.63530269695817,Piciformes,White-cheeked Barbet,whcbar1,OC,Generalist,Widespread generalist,20.66856819,80.5,1.90579588,Herbivore,Frugivore,Not a Migrant,1,resident,fruit
Psilopogon viridis,bio_12,15.0991257194899,1.98986426250968,Piciformes,White-cheeked Barbet,whcbar1,OC,Generalist,Widespread generalist,20.66856819,80.5,1.90579588,Herbivore,Frugivore,Not a Migrant,1,resident,fruit
Psilopogon viridis,Ibio_12^2,-10.3540218057407,2.29274836403468,Piciformes,White-cheeked Barbet,whcbar1,OC,Generalist,Widespread generalist,20.66856819,80.5,1.90579588,Herbivore,Frugivore,Not a Migrant,1,resident,fruit
Psilopogon viridis,lc_05,-1.90035280049422,0.38007131810839,Piciformes,White-cheeked Barbet,whcbar1,OC,Generalist,Widespread generalist,20.66856819,80.5,1.90579588,Herbivore,Frugivore,Not a Migrant,1,resident,fruit
Corvus macrorhynchos,Ibio_1^2,-3.08223441890731,1.30323081810001,Passeriformes,Large-billed Crow,labcro1,OC,Generalist,Widespread generalist,38.03851875,521,2.71023587,Omnivore,Omnivore,Not a Migrant,1,resident,omnivore
Corvus macrorhynchos,bio_12,-2.23355316862342,1.10008283699014,Passeriformes,Large-billed Crow,labcro1,OC,Generalist,Widespread generalist,38.03851875,521,2.71023587,Omnivore,Omnivore,Not a Migrant,1,resident,omnivore
Corvus macrorhynchos,Ibio_12^2,4.51901377284248,1.13457311551672,Passeriformes,Large-billed Crow,labcro1,OC,Generalist,Widespread generalist,38.03851875,521,2.71023587,Omnivore,Omnivore,Not a Migrant,1,resident,omnivore
