sampling_event_identifier,nSp,totSoiSeen
S24586412,17,17
S24566469,10,10
S24893330,3,3
S24608875,6,6
S24608928,6,6
S24608904,6,6
S24740589,14,14
S24729354,14,14
S24729312,14,14
S24536849,3,3
S24506752,3,3
S24499649,3,3
S24511702,3,3
S24494506,3,3
S24893463,5,5
S24815151,6,6
S24911806,5,5
S24803099,5,5
S24911943,6,6
S24799739,4,4
S24845915,9,9
S24814860,9,9
S24845787,10,10
S24799706,9,9
S24848008,9,9
S24566032,7,7
S24565069,15,15
S24586351,12,12
S24652649,7,7
S24578279,9,9
S24656159,7,7
S24578078,12,12
S24586406,7,7
S24586415,14,14
S24586353,9,9
S24532460,8,8
S24607170,14,14
S24563883,8,8
S24536816,10,10
S24493425,8,8
S24664872,4,4
S24532587,8,8
S24845933,3,3
S24619911,13,13
S24607163,13,13
S24548323,10,10
S24506770,8,8
S24848005,3,3
S24493369,8,8
S24668396,4,4
S24606677,13,13
S24945321,4,4
S24608596,14,14
S24608593,13,13
S24606897,14,14
S24656161,5,5
S24652658,5,5
S24892088,8,8
S24652685,5,5
S24945353,7,7
S24652676,2,2
S24893476,6,6
S24714536,6,6
S24656158,5,5
S24532582,8,8
S24652629,4,4
S24652622,5,5
S24656157,2,2
S24814748,7,7
S24803143,7,7
S24532554,8,8
S24656156,5,5
S25042570,4,4
S24565977,9,9
S24668398,8,8
S25054109,4,4
S24586352,9,9
S24677385,3,3
S24564643,14,14
S24677400,1,1
S24532588,6,6
S24493443,5,5
S24506769,5,5
S24664849,8,8
S24548326,10,10
S24536342,10,10
S24586409,9,9
S24586418,14,14
S24945372,6,6
S24665745,5,5
S24578200,8,8
S24563881,6,6
S24532467,6,6
S24499664,5,5
S24608890,11,11
S24608763,11,11
S24608933,11,11
S24762648,7,7
S24761865,7,7
S24695868,21,21
S24761861,7,7
S25249684,17,17
S24564919,15,15
S24845778,5,5
S25249725,17,17
S24586416,16,16
S24547398,4,4
S24578313,8,8
S24586354,8,8
S24532469,4,4
S24532581,4,4
S24695793,22,22
S24799734,4,4
S24563879,3,3
S24532473,3,3
S24532580,3,3
S24644473,4,4
S24566554,13,13
S24665716,5,5
S24536851,7,7
S24797088,5,5
S24511700,4,4
S24506755,7,7
S24536847,4,4
S24586358,14,14
S24499646,4,4
S24506751,4,4
S24511704,7,7
S24945335,3,3
S24665653,3,3
S24652697,5,5
S24499654,7,7
S24494447,7,7
S24494528,4,4
S24656155,5,5
S24814859,5,5
S24845766,5,5
S24644478,7,7
S24608599,8,8
S24499667,6,6
S24729522,9,9
S24729534,9,9
S24607154,8,8
S24607204,8,8
S24506768,6,6
S24608598,11,11
S24607003,11,11
S24607191,11,11
S24845945,5,5
S24729761,10,10
S24493487,6,6
S24848003,5,5
S24729765,10,10
S24740596,9,9
S24740599,10,10
S24677393,3,3
S24762097,3,3
S24608942,8,8
S24608872,8,8
S24762077,3,3
S24762650,3,3
S24608903,8,8
S24565116,6,6
S24664876,4,4
S24586413,6,6
S24668394,4,4
S31223977,7,7
S24536845,4,4
S24548325,8,8
S24506750,4,4
S24511698,4,4
S24494549,4,4
S24499643,4,4
S24644475,4,4
S24536506,8,8
S24586405,5,5
S24566071,5,5
S24729436,4,4
S24729434,4,4
S24740594,4,4
S24762112,2,2
S24762119,2,2
S24762111,2,2
S24762199,2,2
S24762651,2,2
S24762109,2,2
S24652636,2,2
S24845954,1,1
S24912035,3,3
S24848001,1,1
S24536605,2,2
S24656160,2,2
S24815204,3,3
S24548324,2,2
S24740600,6,6
S24730683,6,6
S24730673,6,6
S24668392,4,4
S24664877,4,4
S24762106,2,2
S25200285,26,26
S32083219,26,26
S24857433,33,33
S24464943,22,22
S24478728,26,26
S24679242,21,21
S24513703,16,16
S24666011,21,21
S24477911,22,22
S24640087,21,21
S42176032,22,22
S24666019,17,17
S24596299,17,17
S24610746,17,17
S24563750,10,10
S24596324,17,17
S26211180,22,22
S24564518,10,10
S24504040,18,18
S25563737,26,26
S24640094,21,21
S24796628,14,14
S24773856,8,8
S24666022,18,18
S24666010,10,10
S49308370,12,12
S24835148,8,8
S24640092,13,13
S24525454,17,17
S24666015,13,13
S24679244,10,10
S24679236,13,13
S49307848,12,12
S24693678,20,20
S24610744,18,18
S24640086,13,13
S24731484,12,12
S24596320,18,18
S24773859,8,8
S24640099,10,10
S24596315,12,12
S24693601,20,20
S24835125,8,8
S24677696,13,13
S24796618,14,14
S24610742,12,12
S24640090,10,10
S24595924,18,18
S24765286,13,13
S24946841,14,14
S24754749,13,13
S24619907,14,14
S24619210,13,13
S24618709,14,14
S24666017,14,14
S24651534,26,26
S24731468,17,17
S24641601,10,10
S24563735,9,9
S24564515,9,9
S24587700,13,13
S24587715,13,13
S24513168,12,12
S26884841,5,5
S24608880,5,5
S26884820,5,5
S24640096,17,17
S24640089,17,17
S24666014,17,17
S24679243,17,17
S24549000,11,11
S24547506,15,15
S24586290,14,14
S25046526,4,4
S24693598,15,15
S24765288,16,16
S24533853,12,12
S24675082,15,15
S24586286,13,13
S24597209,13,13
S24588015,12,12
S24533840,12,12
S24586287,14,14
S24586288,17,17
S24609565,15,15
S24817059,13,13
S24588020,12,12
S24665813,16,16
S24754747,16,16
S24731506,14,14
S24731477,15,15
S24561323,14,14
S24511498,14,14
S24501896,14,14
S24665854,14,14
S25977900,9,9
S25977933,7,7
S58885493,3,3
S24608879,7,7
S24609042,7,7
S24762354,17,17
S24771326,17,17
S24762226,15,15
S24762656,15,15
S24574828,9,9
S24762229,15,15
S24503915,14,14
S24731510,11,11
S24640458,9,9
S24586682,11,11
S24563809,13,13
S24587736,7,7
S24693727,12,12
S24587731,7,7
S24564521,13,13
S24830376,8,8
S24489949,13,13
S24763098,14,14
S24788099,10,10
S24547800,9,9
S25042147,3,3
S24796647,10,10
S24563742,1,1
S24564513,1,1
S24812715,15,15
S24788098,10,10
S24764015,9,9
S24731466,11,11
S24520626,15,15
S24812835,15,15
S24788021,10,10
S24764020,9,9
S24741423,7,7
S24763499,12,12
S24762116,13,13
S24741299,7,7
S24619528,17,17
S24833809,12,12
S24678142,6,6
S24588227,8,8
S24641636,6,6
S24731497,12,12
S24834255,12,12
S24798657,11,11
S24586745,12,12
S24834082,12,12
S24597174,13,13
S24641629,9,9
S24562524,15,15
S24798578,9,9
S24731514,4,4
S24741177,7,7
S24754751,9,9
S24610747,13,13
S24754795,9,9
S24788088,15,15
S24651057,16,16
S24786241,9,9
S24503368,6,6
S24741168,12,12
S24796643,15,15
S24513839,9,9
S24834174,16,16
S24796689,14,14
S24798630,11,11
S24665809,13,13
S24715762,15,15
S24679279,16,16
S24788012,14,14
S24764150,15,15
S24761792,9,9
S24763479,13,13
S24651068,16,16
S24740423,15,15
S24798617,11,11
S24834257,15,15
S24666005,16,16
S24562528,15,15
S24796717,14,14
S24762170,18,18
S24762266,4,4
S24762164,13,13
S24703980,8,8
S24788089,14,14
S24588228,8,8
S24798629,11,11
S24731481,17,17
S24610094,8,8
S24610153,7,7
S24786242,10,10
S24786259,10,10
S24563704,14,14
S24832016,10,10
S24676585,12,12
S24586505,12,12
S24731471,7,7
S24764046,7,7
S24731532,7,7
S28152919,5,5
S24774598,10,10
S24786207,10,10
S24786213,10,10
S24774591,10,10
S24799675,7,7
S24595923,7,7
S24586066,8,8
S24525536,6,6
S24741261,8,8
S24665859,6,6
S24763987,8,8
S24763998,8,8
S24587272,4,4
S24490007,5,5
S24586964,4,4
S24587101,4,4
S24666007,3,3
S24642089,3,3
S24679246,3,3
S24642065,3,3
S24763845,1,1
S24763959,1,1
S24475959,19,19
S24475971,18,18
S24475954,11,11
S24564735,46,46
S24469892,33,33
S29213748,22,22
S27753736,15,15
S27753910,14,14
S26993675,13,13
S25043607,3,3
S24470194,5,5
S24676958,8,8
S24845419,10,10
S24845492,4,4
S24763133,7,7
S24640182,16,16
S24640168,16,16
S25099459,10,10
S25069169,10,10
S26037911,9,9
S24920125,6,6
S25998945,9,9
S28265777,9,9
S26000606,9,9
S24930230,6,6
S25081063,9,9
S25069167,6,6
S27344671,9,9
S25998843,9,9
S24924205,6,6
S26236566,9,9
S25999039,9,9
S25057154,9,9
S25099433,6,6
S26003046,9,9
S25087653,21,21
S25080471,21,21
S25071289,11,11
S25087655,26,26
S25076299,12,12
S25077636,12,12
S25071445,9,9
S25151917,12,12
S25076161,12,12
S25076096,12,12
S25078456,23,23
S25076501,12,12
S25080428,26,26
S25155209,8,8
S25719756,11,11
S25081160,8,8
S25081070,6,6
S25057156,6,6
S25069257,9,9
S28265778,6,6
S42065757,6,6
S25078567,6,6
S25127179,9,9
S25998851,6,6
S25998952,6,6
S26003079,6,6
S24920153,10,10
S24930236,10,10
S24924204,10,10
S25099917,1,1
S25069175,1,1
S24923223,1,1
S24923222,1,1
S24923224,1,1
S25069904,5,5
S25057442,5,5
S25057440,5,5
S25057444,5,5
S25051339,5,5
S80247470,5,5
S25099445,3,3
S25069168,3,3
S25080679,1,1
S25087649,1,1
S25078600,1,1
S42356948,2,2
S25151916,41,41
S25148864,40,40
S24977510,7,7
S25280457,41,41
S25014872,6,6
S24978098,6,6
S25027030,6,6
S26327359,9,9
S25079362,32,32
S25411580,54,54
S25139832,41,41
S25877620,15,15
S24931484,13,13
S24944763,13,13
S24945603,6,6
S25027036,13,13
S39379258,6,6
S25154569,41,41
S24944751,7,7
S24977511,6,6
S24931800,7,7
S24978108,13,13
S25372160,20,20
S25027033,7,7
S24977506,13,13
S25141422,40,40
S39379263,7,7
S25079498,14,14
S24949309,6,6
S24978104,7,7
S25372900,9,9
S25029483,10,10
S25044590,20,20
S46848130,9,9
S25056942,20,20
S25029241,10,10
S25057173,10,10
S25998826,10,10
S25078665,5,5
S28265768,10,10
S25078745,29,29
S25078298,5,5
S25198782,13,13
S25099427,10,10
S25371873,10,10
S26003137,10,10
S25998963,10,10
S25087658,5,5
S26000625,10,10
S25027040,11,11
S24930025,11,11
S24977500,11,11
S24978115,11,11
S24929969,11,11
S25044496,17,17
S25045674,17,17
S25056937,2,2
S25044551,2,2
S25029232,8,8
S33157591,11,11
S25029470,8,8
S28265780,25,25
S24949310,9,9
S25027039,9,9
S24978112,9,9
S25998959,25,25
S25069181,17,17
S25099423,25,25
S25042630,9,9
S39379259,9,9
S26037863,25,25
S24930650,9,9
S25013890,9,9
S25099919,17,17
S25078335,28,28
S24977503,9,9
S25164568,40,40
S25151878,40,40
S25087657,28,28
S25027032,9,9
S25999053,24,24
S24930604,9,9
S25145649,35,35
S27344628,24,24
S25998867,25,25
S26003127,25,25
S26000616,24,24
S24945496,9,9
S25057168,25,25
S25029188,15,15
S25029417,15,15
S25128961,10,10
S25029184,15,15
S24977505,5,5
S24931075,5,5
S25012755,9,9
S25014148,9,9
S25029412,15,15
S24944778,5,5
S25027037,5,5
S24978111,5,5
S25372984,13,13
S24977508,7,7
S24978107,7,7
S25027035,7,7
S39379264,7,7
S24931664,7,7
S25045690,13,13
S25044531,13,13
S24944754,7,7
S24927872,8,8
S25029209,11,11
S24930575,8,8
S25029448,11,11
S24930194,8,8
S24928310,8,8
S25069209,1,1
S25127173,1,1
S25228701,12,12
S25029456,6,6
S25029217,6,6
S25078604,9,9
S25304842,9,9
S25029223,4,4
S25029461,4,4
S24923075,3,3
S24923066,5,5
S25069196,3,3
S25127169,3,3
S25029476,9,9
S25029237,9,9
S24923088,3,3
S25014167,6,6
S25012759,6,6
S24923064,3,3
S24923072,3,3
S25029199,3,3
S25029441,3,3
S24923063,3,3
S24923100,2,2
S25275377,3,3
S24923069,2,2
S25225279,27,27
S25116923,15,15
S25773055,32,32
S25015176,15,15
S24929641,27,27
S25226077,32,32
S25225607,27,27
S25225495,27,27
S25762319,15,15
S25043796,31,31
S25226663,32,32
S25762317,31,31
S25226544,32,32
S24981093,27,27
S25054812,31,31
S24981100,21,21
S25026596,15,15
S25773053,27,27
S24928636,21,21
S25822748,12,12
S25822480,6,6
S24981091,19,19
S25114763,10,10
S24930478,19,19
S25067922,11,11
S25026809,11,11
S26976564,11,11
S25043896,7,7
S25762318,11,11
S25762320,27,27
S25116917,27,27
S26976563,27,27
S25027048,27,27
S25822858,8,8
S25027145,27,27
S48739850,4,4
S25822408,9,9
S25114622,11,11
S25822635,9,9
S25822602,5,5
S25114793,4,4
S25114784,5,5
S25042234,6,6
S25086456,9,9
S24922462,8,8
S24945342,12,12
S25044045,6,6
S24990824,7,7
S25304848,7,7
S24949340,5,5
S25027051,3,3
S24992417,3,3
S24921973,11,11
S25038148,11,11
S25057771,10,10
S25085556,13,13
S24930578,3,3
S25043007,6,6
S24968397,6,6
S25066504,7,7
S25043196,6,6
S25079821,9,9
S25057200,7,7
S25085578,13,13
S25080734,9,9
S24910061,8,8
S24932069,10,10
S25290169,8,8
S25038509,6,6
S26327370,5,5
S25068953,11,11
S24990842,3,3
S24943159,6,6
S24945403,11,11
S25038144,4,4
S25066502,10,10
S24930645,6,6
S24923385,6,6
S24922106,11,11
S24942710,11,11
S24992972,7,7
S25056930,9,9
S25066509,9,9
S25078629,7,7
S25200131,14,14
S24922452,11,11
S24956588,11,11
S24943332,11,11
S24922272,3,3
S24978077,15,15
S24991770,3,3
S24958214,8,8
S25068957,4,4
S25010035,15,15
S25087515,9,9
S24980478,11,11
S24905178,3,3
S25302586,8,8
S25066505,9,9
S25087550,9,9
S24927574,3,3
S25081041,9,9
S25042117,6,6
S24945138,5,5
S24943151,8,8
S24958787,12,12
S24912684,12,12
S25131904,11,11
S25030341,4,4
S25027052,7,7
S24924157,8,8
S24991713,11,11
S25030205,11,11
S24913286,12,12
S24958358,5,5
S24924106,6,6
S25057165,9,9
S24945543,5,5
S25114852,9,9
S25130630,9,9
S24956013,11,11
S25304843,5,5
S25078613,5,5
S25080775,19,19
S25037886,11,11
S25045857,9,9
S25026989,9,9
S25130628,19,19
S25079737,19,19
S25114849,19,19
S25027187,6,6
S25076196,14,14
S25304852,14,14
S25027192,9,9
S25013885,6,6
S24957048,5,5
S24976946,5,5
S25010950,13,13
S24978058,5,5
S25043026,6,6
S24976949,5,5
S24957037,5,5
S24957009,7,7
S24978059,5,5
S24976958,7,7
S25054104,6,6
S24978054,7,7
S24930584,7,7
S24922465,5,5
S25043859,10,10
S25131065,6,6
S25031915,9,9
S24924120,9,9
S24924149,5,5
S24991710,5,5
S25027191,7,7
S25068967,9,9
S24943033,7,7
S24945204,5,5
S25054094,8,8
S24968395,6,6
S24943032,9,9
S24956649,5,5
S24991782,7,7
S24944377,5,5
S24930640,6,6
S24923449,7,7
S24938736,5,5
S24908966,7,7
S25029976,7,7
S25045826,7,7
S25030054,9,9
S24924097,6,6
S25087436,6,6
S25213238,6,6
S24929981,7,7
S24991712,7,7
S24930653,14,14
S24957409,5,5
S24978057,12,12
S24968403,9,9
S24978031,12,12
S24910152,14,14
S24923082,14,14
S25115426,4,4
S24909248,5,5
S25054093,10,10
S24943148,5,5
S24924159,16,16
S25012699,15,15
S24929541,7,7
S25085580,13,13
S24922467,7,7
S25043772,8,8
S24956587,7,7
S24949311,9,9
S25085559,13,13
S25090622,6,6
S24923172,6,6
S24896681,12,12
S24944753,5,5
S24931756,5,5
S24921932,14,14
S24930512,7,7
S25028092,8,8
S24924107,7,7
S24945456,9,9
S24956586,5,5
S25029374,8,8
S25031920,8,8
S25026925,7,7
S25087425,6,6
S24943336,7,7
S25029710,8,8
S24991801,4,4
S25181995,6,6
S24921987,5,5
S24930646,7,7
S24958351,9,9
S25068962,7,7
S24922461,14,14
S24945533,9,9
S24968399,7,7
S24930649,9,9
S24921988,7,7
S24993484,12,12
S24924408,14,14
S24943049,14,14
S26327367,9,9
S24923961,9,9
S25087276,4,4
S25058527,6,6
S25067077,6,6
S25076502,7,7
S25027621,4,4
S25066824,7,7
S25043609,3,3
S25130639,12,12
S25027587,3,3
S25037112,3,3
S25128149,12,12
S24945680,4,4
S25115682,5,5
S25026881,6,6
S25026878,7,7
S24946509,4,4
S25012367,8,8
S24905253,7,7
S25152255,6,6
S25115675,7,7
S25099726,12,12
S24991719,4,4
S25066790,8,8
S25043991,6,6
S25099728,8,8
S24957401,4,4
S24979965,6,6
S25079786,11,11
S24948933,4,4
S25130636,7,7
S25274630,4,4
S24956605,4,4
S25130625,11,11
S25027355,3,3
S25099707,6,6
S24930576,7,7
S24945622,4,4
S24979904,3,3
S25027190,7,7
S25081015,11,11
S25014695,8,8
S25037428,6,6
S25046947,8,8
S25027415,3,3
S25054096,10,10
S25026939,6,6
S25015708,10,10
S25026539,10,10
S25114847,11,11
S25099723,7,7
S25059335,4,4
S25054091,6,6
S25042122,10,10
S24970781,4,4
S25026541,8,8
S25029637,4,4
S25015712,8,8
S25047191,8,8
S25128152,7,7
S25043272,3,3
S25027596,4,4
S25376853,4,4
S25012513,10,10
S25066791,12,12
S25027059,6,6
S24970701,5,5
S25067055,6,6
S25026984,5,5
S25067182,9,9
S25099711,5,5
S25132578,21,21
S25099718,8,8
S26186777,12,12
S25027584,6,6
S25099710,9,9
S25152230,9,9
S25099721,7,7
S25068224,5,5
S25027129,5,5
S25130592,21,21
S25068174,5,5
S25099705,6,6
S25152264,5,5
S25072713,7,7
S25027296,6,6
S25027412,6,6
S25099713,5,5
S25152275,5,5
S25152244,6,6
S25072482,8,8
S25029554,12,12
S25115566,7,7
S25027597,5,5
S25012247,5,5
S24990719,13,13
S25054088,7,7
S24980069,4,4
S24992418,13,13
S25010514,4,4
S25043190,9,9
S25027622,5,5
S25027630,6,6
S24978581,13,13
S24980014,4,4
S25046874,10,10
S25027668,4,4
S25042620,9,9
S25087277,5,5
S25027372,6,6
S25043933,6,6
S25010033,16,16
S25050116,7,7
S25274616,4,4
S25274621,6,6
S25010034,12,12
S25128155,7,7
S25038145,8,8
S25274633,4,4
S25010032,4,4
S25027411,6,6
S25029743,6,6
S25027635,4,4
S25076506,12,12
S25030315,7,7
S25128151,12,12
S25376813,4,4
S25038230,9,9
S25376848,6,6
S25042233,9,9
S25027593,4,4
S25274629,5,5
S25027588,6,6
S25043004,5,5
S25027054,13,13
S25027108,13,13
S24978459,4,4
S25029642,5,5
S25087269,4,4
S24978259,12,12
S25042119,5,5
S25027110,10,10
S25068955,7,7
S25010027,10,10
S25015718,5,5
S25054092,6,6
S24970902,6,6
S25044077,9,9
S24946510,2,2
S24980183,4,4
S25042618,13,13
S25014761,5,5
S24978222,9,9
S24945682,2,2
S24945639,2,2
S25029758,4,4
S25010529,6,6
S25099725,12,12
S25376841,4,4
S25037065,5,5
S24948932,2,2
S25066817,12,12
S24978085,12,12
S25029623,4,4
S24978097,15,15
S25058830,3,3
S25130637,12,12
S24957400,2,2
S25010832,6,6
S25027618,4,4
S25043005,9,9
S25042231,5,5
S25042611,4,4
S25042120,9,9
S25342740,13,13
S25376886,2,2
S25010028,13,13
S25274638,2,2
S25010831,4,4
S25043188,5,5
S25026547,5,5
S25038499,5,5
S25047074,7,7
S24970932,4,4
S24970801,5,5
S25376845,5,5
S25027103,4,4
S25044070,5,5
S25130642,7,7
S25027664,6,6
S24956594,2,2
S25117069,16,16
S25058001,9,9
S25086470,15,15
S25057795,3,3
S25042972,9,9
S25130634,15,15
S25054102,5,5
S25054103,9,9
S24930648,8,8
S24907944,3,3
S25087545,15,15
S25114857,15,15
S25066497,9,9
S25182038,5,5
S25057750,10,10
S25042940,5,5
S25080714,15,15
S24944757,3,3
S25066500,4,4
S25066501,3,3
S25066503,10,10
S24943162,8,8
S24968401,8,8
S25079785,15,15
S25117588,5,5
S25081025,15,15
S25081093,16,16
S24942684,3,3
S25057881,4,4
S24923596,8,8
S24924118,8,8
S25085566,16,16
S24945539,10,10
S24946484,6,6
S24991718,10,10
S24948935,10,10
S24957405,6,6
S25054105,6,6
S24945215,6,6
S24932255,9,9
S24991762,6,6
S24946504,10,10
S25043203,6,6
S24948949,6,6
S24945110,6,6
S25213243,4,4
S24949339,6,6
S24945710,9,9
S24956641,6,6
S24911487,9,9
S24946440,10,10
S25014755,4,4
S25130631,6,6
S24930586,5,5
S25079799,6,6
S24922941,9,9
S24924090,9,9
S25130629,5,5
S24958015,9,9
S24931653,2,2
S25066498,4,4
S24945338,10,10
S25087517,5,5
S24938733,2,2
S24968384,9,9
S24930628,9,9
S24944758,2,2
S25026542,4,4
S24945203,2,2
S25114855,6,6
S25087513,10,10
S24956629,2,2
S25085577,10,10
S25086468,6,6
S25080731,5,5
S24944381,2,2
S25087551,5,5
S24958338,7,7
S24943334,5,5
S25085552,6,6
S24957410,2,2
S24991799,2,2
S24929496,5,5
S25012341,4,4
S25330332,6,6
S24930511,5,5
S24943154,9,9
S25330423,5,5
S24945323,13,13
S25057939,4,4
S25079833,5,5
S25330379,6,6
S25087549,6,6
S25114850,5,5
S24958449,6,6
S25080764,6,6
S25086467,5,5
S25328822,7,7
S25081036,6,6
S25328842,4,4
S24958302,7,7
S25015714,4,4
S24991781,5,5
S24929449,5,5
S25081050,5,5
S24957958,8,8
S24908366,9,9
S24922472,11,11
S25058970,7,7
S25091368,7,7
S25086429,7,7
S25182014,7,7
S25091697,10,10
S25376880,6,6
S24944768,5,5
S25130884,7,7
S25182024,10,10
S25027063,9,9
S24978012,6,6
S25068964,6,6
S24957415,5,5
S25027061,4,4
S25026843,4,4
S25031918,6,6
S25305679,10,10
S24991788,5,5
S25027617,6,6
S25068960,7,7
S24923120,6,6
S24930826,5,5
S24924130,11,11
S25130868,10,10
S24930630,10,10
S25026813,9,9
S24924092,9,9
S24908261,11,11
S24922965,9,9
S25030391,7,7
S24930638,6,6
S24943142,9,9
S25054098,3,3
S25015273,10,10
S24945195,5,5
S25058530,4,4
S25027592,6,6
S25010030,4,4
S24943043,9,9
S25026943,9,9
S25027107,4,4
S25115432,9,9
S24968387,9,9
S25059224,4,4
S25213303,7,7
S24943158,6,6
S25087511,3,3
S25058533,9,9
S25115578,11,11
S25042617,4,4
S24968393,6,6
S24956614,5,5
S24922471,9,9
S25182015,7,7
S25015416,8,8
S24924095,6,6
S25131063,7,7
S25070005,3,3
S25030016,6,6
S24938707,5,5
S24943109,11,11
S24944392,5,5
S25043333,3,3
S25213159,7,7
S25087268,6,6
S24978423,4,4
S25031922,7,7
S24978580,4,4
S24980175,6,6
S25026941,4,4
S25274634,6,6
S24924136,9,9
S24945547,7,7
S25027615,2,2
S24958359,7,7
S24945714,11,11
S24923573,11,11
S24945106,7,7
S26853978,7,7
S25027590,2,2
S25376882,2,2
S25087263,2,2
S24949347,7,7
S24980153,2,2
S25274637,2,2
S25115232,11,11
S24911480,7,7
S24945140,2,2
S24957403,2,2
S24970724,5,5
S24956630,2,2
S24946485,2,2
S24948947,2,2
S25026986,5,5
S24991747,2,2
S25027131,5,5
S25029738,9,9
S24945218,2,2
S24970643,9,9
S24949338,2,2
S25027583,9,9
S25087260,9,9
S24957407,6,6
S25043294,4,4
S25027128,7,7
S25115265,4,4
S25029751,3,3
S24991740,6,6
S25376840,3,3
S24924103,5,5
S25027667,1,1
S25274620,3,3
S25376838,1,1
S24968396,5,5
S24970919,3,3
S24970692,7,7
S24970927,1,1
S25027634,1,1
S25274619,1,1
S24923204,5,5
S25054097,4,4
S24945209,6,6
S24956647,6,6
S24946465,6,6
S25199455,4,4
S25029646,4,4
S24970557,4,4
S25029762,1,1
S24948956,6,6
S24949348,6,6
S25027669,4,4
S24945092,6,6
S25199519,4,4
S25027666,3,3
S25087279,4,4
S24930642,5,5
S24943037,5,5
S25027632,3,3
S25026980,7,7
S25029581,3,3
S24956642,3,3
S24957023,6,6
S25099727,6,6
S24976951,6,6
S24978061,6,6
S24949345,3,3
S24945213,3,3
S24946471,3,3
S25037223,3,3
S24957406,3,3
S26186782,3,3
S25066795,6,6
S24945100,3,3
S25128154,6,6
S24948951,3,3
S25099719,4,4
S25115670,6,6
S24991748,3,3
S25115657,6,6
S25130643,6,6
S25072608,4,4
S25029612,10,10
S26186784,10,10
S25087790,5,5
S25087285,2,2
S25274628,3,3
S25078582,8,8
S25087855,5,5
S25088360,5,5
S25066506,11,11
S24970830,3,3
S25376850,2,2
S25115177,6,6
S25098766,5,5
S25029719,2,2
S25087853,5,5
S25029658,3,3
S26186773,6,6
S25027626,3,3
S25115404,4,4
S25027598,3,3
S25274625,2,2
S24980043,4,4
S25304838,8,8
S24970845,2,2
S25029504,6,6
S24970858,2,2
S25376846,3,3
S25057141,11,11
S25115401,3,3
S25087281,3,3
S25027599,2,2
S25027628,2,2
S25027591,4,4
S25027616,4,4
S24980158,4,4
S25274635,4,4
S25087265,4,4
S25376881,4,4
S25015721,5,5
S25015717,3,3
S25026543,3,3
S25027053,6,6
S25014762,5,5
S24992973,6,6
S25012277,3,3
S25055095,6,6
S24990822,6,6
S24943052,11,11
S24922464,11,11
S25213269,5,5
S25305667,6,6
S25026537,5,5
S25044059,3,3
S25012221,5,5
S25015716,3,3
S25043193,3,3
S25213263,2,2
S25055188,6,6
S25042232,3,3
S25015283,6,6
S25091576,1,1
S25182019,1,1
S25014757,3,3
S24958054,4,4
S25043006,3,3
S24924153,11,11
S25012314,3,3
S25042118,3,3
S25213164,3,3
S25038506,3,3
S25014756,3,3
S25026545,3,3
S24909825,11,11
S25213200,5,5
S25199595,2,2
S24938723,3,3
S24943333,8,8
S24991795,3,3
S24929501,8,8
S24944387,3,3
S24991776,8,8
S24944756,3,3
S24931498,3,3
S24929020,8,8
S24945201,3,3
S25015350,5,5
S24956626,3,3
S24930504,8,8
S25114925,5,5
S24945346,6,6
S24930589,8,8
S24957412,3,3
S25115218,3,3
S25078616,6,6
S24930609,5,5
S25304846,6,6
S24991745,2,2
S24930522,5,5
S24991785,5,5
S24957416,5,5
S24956617,5,5
S25304834,2,2
S24978055,6,6
S24945183,5,5
S24943081,10,10
S24945414,2,2
S24946490,2,2
S24945598,2,2
S24944813,2,2
S24946445,2,2
S24908415,10,10
S25152238,7,7
S24924140,10,10
S24942689,2,2
S24948946,2,2
S24944393,5,5
S24905502,2,2
S25078531,2,2
S25067039,7,7
S25099704,7,7
S25011356,3,3
S24978004,6,6
S24922470,10,10
S24938703,5,5
S25128153,2,2
S25130645,2,2
S25066797,2,2
S25063649,2,2
S25059390,2,2
S24930656,3,3
S25027060,3,3
S24924390,3,3
S24930626,7,7
S25072430,5,5
S25026940,3,3
S24922954,3,3
S25099717,5,5
S25026852,3,3
S25010036,10,10
S25058529,3,3
S24930582,2,2
S24943089,9,9
S25037153,5,5
S25037087,5,5
S24922469,9,9
S24905215,2,2
S24908633,9,9
S25015300,3,3
S24930577,2,2
S24924142,9,9
S24905117,2,2
S24924162,2,2
S24922456,2,2
S24922599,2,2
S24991767,5,5
S24944811,3,3
S24942675,4,4
S24908922,5,5
S24907998,4,4
S24978052,9,9
S24942693,3,3
S25015363,5,5
S24924145,5,5
S24943070,5,5
S24944765,4,4
S25372907,4,4
S24929398,2,2
S24907929,3,3
S24922248,5,5
S25213171,4,4
S24922468,5,5
S25058951,4,4
S24922889,2,2
S25054100,5,5
S25043383,5,5
S24923010,3,3
S24922466,5,5
S24909014,5,5
S24924146,5,5
S24943145,5,5
S24930652,3,3
S24924412,3,3
S25055138,6,6
S24945551,5,5
S25055107,6,6
S24956585,4,4
S24949349,5,5
S24945538,8,8
S26853973,6,6
S25027130,5,5
S24907952,6,6
S25067087,5,5
S24942686,2,2
S24949313,8,8
S25010022,1,1
S24942706,3,3
S26853981,5,5
S24944809,2,2
S25055192,6,6
S25029715,3,3
S25055123,3,3
S24970716,5,5
S24958076,9,9
S24907938,2,2
S24970476,3,3
S24958353,8,8
S24958360,5,5
S24949336,6,6
S24945429,8,8
S24944784,3,3
S25087283,3,3
S24970506,1,1
S24931580,5,5
S24942674,6,6
S24944760,5,5
S24957411,5,5
S25376851,3,3
S25099708,5,5
S24945541,6,6
S25274627,3,3
