sampling_event_identifier,nSp,totSoiSeen
S48885068,9,9
S48903017,5,5
S48884698,5,5
S48887782,5,5
S48885027,9,9
S48903010,9,9
S48885026,9,9
S49243268,22,22
S49271921,6,6
S48884984,13,13
S48903009,13,13
S48884985,13,13
S49455214,1,1
S49455467,2,2
S49595780,31,29
S50248563,22,22
S49953638,40,40
S50609722,40,40
S82302705,31,29
S50249904,26,26
S49595781,31,29
S49595783,31,29
S49616539,37,35
S65314786,37,35
S50311098,21,21
S49635893,45,42
S65314785,37,35
S49818837,14,14
S51580841,20,19
S50227394,14,14
S50203568,14,14
S82302661,20,19
S50203983,15,15
S49633237,20,19
S50248487,31,31
S50311652,14,14
S49736203,8,8
S49736278,10,10
S49730150,20,18
S49735876,8,8
S49730151,20,18
S82303078,38,37
S49736263,7,7
S49736276,10,10
S49735875,8,8
S49735874,8,8
S49736264,7,7
S49736204,8,8
S50315196,15,15
S49736277,10,10
S49749140,38,37
S49730152,20,18
S49749142,32,32
S49749141,32,32
S50315216,3,3
S82303364,20,18
S49736205,8,8
S49736265,7,7
S49736238,8,8
S49736239,8,8
S49736240,8,8
S49661257,13,13
S49847402,8,8
S50203962,2,2
S66712308,18,18
S50311553,2,2
S82303068,13,13
S50204569,6,6
S50203939,9,9
S49655212,13,13
S50143276,4,4
S49655214,8,8
S50143297,2,2
S49655213,8,8
S49736025,7,7
S49736026,7,7
S49736024,7,7
S49736041,6,6
S49735666,4,4
S49735663,4,4
S50311724,4,4
S49736040,6,6
S49735664,4,4
S49736039,6,6
S49735644,3,3
S49735645,3,3
S49905317,11,11
S49735643,3,3
S52429610,3,3
S49735927,4,4
S49735928,4,4
S49735926,4,4
S49735955,1,1
S49735954,1,1
S49735956,1,1
S50203725,1,1
S49931757,7,7
S49735699,5,5
S49735700,5,5
S49735698,5,5
S49736164,4,4
S49736165,4,4
S49736163,4,4
S49927770,6,6
S50143253,6,6
S49736094,6,6
S49736096,6,6
S49736095,6,6
S49735987,4,4
S49735988,4,4
S49735989,4,4
S50045475,6,6
S49735767,2,2
S50024416,4,4
S50312789,2,2
S49735768,2,2
S49735766,2,2
S49735899,4,4
S49735900,4,4
S49735901,4,4
S50168145,5,5
S50316103,2,2
S49735856,3,3
S49735858,3,3
S49735857,3,3
S49735776,4,4
S50316163,1,1
S49735832,3,3
S50316075,1,1
S49735777,4,4
S49735831,3,3
S49735833,3,3
S49735807,1,1
S50316182,1,1
S49735779,4,4
S49735808,1,1
S49735806,1,1
S49736008,5,5
S49736009,5,5
S49736010,5,5
S49736128,8,8
S50097261,4,4
S49736130,8,8
S49736129,8,8
S49735792,1,1
S49735793,1,1
S49735791,1,1
S49736069,2,2
S49736068,2,2
S49736070,2,2
S49822560,25,25
S49711074,14,14
S52195895,39,39
S49769491,25,25
S49817894,28,28
S49822456,28,28
S49909353,25,25
S49822558,28,28
S49846580,44,44
S50387718,22,22
S49910843,25,25
S49847123,38,38
S49877011,29,29
S49818466,31,31
S49822561,28,28
S49816753,28,28
S49752872,28,28
S52202102,39,39
S49822461,25,25
S50387710,33,33
S49715072,13,13
S49823152,19,19
S49711076,14,14
S49711075,14,14
S49731029,28,28
S49910826,12,12
S70232686,9,9
S57908203,9,9
S50144264,10,10
S50144355,9,9
S50743718,8,8
S55676140,15,15
S50248680,9,9
S50234484,14,14
S66713922,9,9
S50272474,9,9
S50170805,10,10
S69780640,9,9
S50144565,10,10
S70083663,9,9
S50168072,10,10
S50234677,10,10
S50168094,9,9
S50232661,9,9
S50233789,8,8
S50203922,20,20
S50155035,9,9
S50272563,9,9
S50144406,9,9
S50063632,10,10
S50315649,14,14
S50577445,22,22
S49731447,27,27
S70070364,9,9
S50248660,14,14
S50235059,9,9
S50144567,9,9
S50224478,9,9
S50272520,17,17
S50743727,14,14
S70156120,9,9
S50170799,9,9
S51070890,9,9
S49909503,12,12
S65316140,17,17
S50250110,8,8
S49707668,17,17
S50227389,21,21
S49707671,17,17
S49818733,21,21
S50095370,24,24
S66234747,24,24
S66234758,21,21
S49749963,7,7
S50637106,8,8
S50235339,8,8
S50291406,2,2
S50246547,14,14
S50176864,21,21
S50119716,21,21
S50743732,8,8
S50315651,8,8
S49707669,17,17
S50310673,10,10
S50176847,11,11
S49823326,11,11
S49818858,11,11
S50227402,11,11
S50068091,20,20
S49879302,10,10
S49824072,8,8
S49846688,7,7
S50234770,7,7
S50144577,7,7
S49818877,1,1
S50227384,1,1
S50144327,7,7
S70156130,7,7
S50168081,7,7
S50144342,7,7
S50227404,1,1
S49846785,20,20
S70102334,7,7
S50176867,1,1
S51866627,12,12
S50024623,8,8
S70232694,7,7
S50176836,1,1
S49818697,1,1
S50310500,2,2
S50144340,7,7
S49661651,26,25
S50248682,11,11
S70232693,11,11
S50232653,11,11
S49711902,7,6
S49823804,13,13
S50272469,11,11
S50272580,11,11
S50291441,7,7
S49711901,7,6
S50144578,11,11
S49711900,7,6
S70156127,11,11
S51070896,11,11
S50168096,11,11
S49661650,26,25
S57908205,11,11
S70083643,11,11
S50224461,11,11
S50155032,11,11
S49661958,26,25
S70070356,11,11
S50234805,11,11
S49661653,26,25
S82302597,26,25
S50167950,7,7
S69780645,11,11
S50248758,4,4
S50144347,11,11
S50170802,11,11
S50144409,11,11
S50143499,9,9
S49927347,19,19
S49908657,22,22
S49910844,22,22
S50251732,20,20
S61761267,13,13
S50151066,26,26
S49752276,11,11
S50248695,3,3
S50063272,8,8
S50144286,8,8
S67067268,15,15
S50144569,8,8
S49910846,9,9
S49909810,9,9
S66392746,4,4
S66392720,4,4
S50144573,3,3
S50144345,3,3
S50168075,6,6
S70156139,6,6
S50292682,11,11
S50577464,6,6
S70102352,6,6
S50144338,3,3
S70156136,3,3
S50234682,3,3
S70102340,3,3
S50144297,6,6
S70232698,3,3
S50168078,3,3
S50144304,6,6
S50144317,3,3
S49909950,14,14
S49910833,14,14
S49877013,9,9
S49819961,9,9
S50235377,4,4
S50228433,5,5
S50248722,5,5
S49822336,1,1
S49846989,9,9
S49930182,2,2
S65038108,5,5
S51070892,6,6
S70232688,6,6
S50234822,6,6
S70070368,6,6
S50155033,6,6
S50144408,6,6
S50232655,6,6
S50144580,6,6
S50144354,6,6
S70156122,6,6
S50170800,6,6
S69780642,6,6
S50224481,6,6
S50168095,6,6
S50272470,6,6
S70083670,6,6
S50248681,6,6
S57908204,6,6
S50227411,5,5
S50176831,5,5
S49818909,5,5
S50063990,8,8
S50144285,8,8
S50144568,8,8
S50024490,3,3
S49822634,8,8
S50234681,4,4
S70102341,4,4
S70156137,4,4
S50168076,4,4
S50144346,4,4
S50144572,4,4
S70232703,4,4
S50144310,4,4
S50144337,4,4
S50144336,6,6
S50144290,6,6
S50224459,6,6
S50227418,1,1
S70156167,6,6
S50144570,6,6
S50168073,6,6
S70232708,6,6
S50170804,6,6
S49730581,1,1
S50144288,6,6
S50176821,2,2
S50312778,7,7
S70232695,2,2
S50234722,2,2
S50144321,2,2
S50144343,2,2
S50291404,4,4
S50144339,2,2
S50144576,2,2
S70156134,2,2
S50168079,2,2
S70102335,2,2
S50272570,1,1
S49707500,3,3
S49707502,3,3
S49707501,3,3
S82303369,3,3
S50248578,4,4
S50248708,3,3
S50312780,1,1
S49875716,36,36
S50200016,29,29
S49904187,36,36
S49847430,36,36
S49825157,36,36
S50197038,38,38
S50386724,18,18
S50199788,29,29
S50203433,6,6
S50200829,29,29
S49854722,30,30
S49818682,12,12
S50266713,37,37
S50167240,37,37
S49949703,26,26
S49877221,32,32
S49663199,21,21
S51611260,43,43
S49819980,23,23
S49876554,34,34
S49819970,23,23
S50011657,35,35
S49755149,2,2
S49847445,2,2
S50141818,32,32
S50913895,15,15
S49855031,17,17
S49986063,24,24
S49924003,11,11
S49962677,31,31
S50437157,6,6
S50096388,13,13
S50195669,11,11
S49880946,31,31
S49881132,23,23
S50386005,1,1
S50385988,1,1
S49847434,1,1
S49825305,1,1
S49856022,4,4
S50913826,3,3
S49989645,4,4
S49730531,7,7
S49735588,20,20
S49730519,6,6
S63379954,7,7
S49908037,27,27
S50254422,7,7
S50251954,7,7
S49856701,28,28
S49907163,27,27
S49906842,27,27
S50205391,27,27
S50251948,7,7
S50016345,27,27
S49905874,27,27
S49905679,27,27
S50043886,27,27
S49730529,7,7
S49911698,24,24
S49905691,27,27
S49925111,27,27
S50332519,7,7
S49730530,7,7
S49730521,6,6
S49871849,28,28
S49660868,21,21
S49907108,27,27
S49730520,6,6
S50247448,9,9
S50247462,11,11
S49730525,11,11
S49730526,11,11
S49730527,11,11
S50249996,8,8
S50250943,8,8
S50250641,8,8
S50250457,8,8
S50249995,8,8
S49728399,12,12
S50250502,14,14
S50250524,16,16
S50250530,16,16
S50250526,16,16
S50250654,16,16
S49728401,12,12
S50250658,14,14
S50250504,14,14
S50250460,9,9
S49728400,12,12
S50250666,9,9
S50250503,14,14
S50250525,16,16
S50249821,9,9
S50250536,14,14
S50249820,9,9
S50250527,16,16
S50249819,9,9
S50250505,14,14
S49730575,14,14
S50143044,10,10
S49730573,14,14
S50250507,4,4
S50250947,13,13
S50248130,13,13
S50250510,4,4
S49730572,14,14
S50250623,13,13
S50250634,13,13
S50250508,4,4
S50248131,13,13
S50255684,13,13
S50250535,4,4
S50250509,4,4
S50250657,4,4
S50249665,13,13
S50250497,7,7
S50250538,7,7
S50254420,4,4
S50250462,13,13
S50250499,14,14
S50250496,7,7
S50250500,14,14
S50250453,5,5
S63379971,13,13
S50250222,5,5
S50250636,5,5
S50250940,5,5
S50250501,14,14
S50249666,13,13
S50252042,4,4
S50332512,4,4
S50251987,4,4
S50251858,13,13
S50250223,5,5
S50332525,13,13
S50250537,14,14
S50250660,7,7
S50250495,7,7
S50250659,14,14
S50251965,13,13
S50250498,14,14
S50249664,13,13
S50254435,13,13
S63379950,4,4
S50067338,5,5
S50250494,7,7
S50250513,8,8
S50250454,6,6
S50250941,6,6
S50142580,11,11
S50251846,14,14
S50250637,6,6
S50250656,8,8
S50332524,14,14
S49730539,8,8
S49730538,8,8
S63379973,14,14
S49730540,8,8
S50254437,14,14
S50250514,8,8
S50250512,8,8
S50251966,14,14
S50250120,6,6
S50250515,8,8
S50250118,6,6
S50250533,8,8
S49730543,3,3
S50271973,4,4
S70156117,4,4
S50254408,6,6
S49730553,8,8
S49730522,6,6
S50272485,4,4
S50252558,6,6
S49730523,6,6
S49730568,5,5
S49730570,5,5
S49730544,3,3
S49730524,6,6
S49730552,8,8
S49730569,5,5
S49730545,3,3
S49730554,8,8
S63031326,7,7
S50250639,8,8
S50254423,7,7
S63379955,7,7
S50252279,5,5
S50250070,8,8
S50251930,7,7
S50250455,8,8
S50250942,8,8
S50254416,5,5
S50251955,7,7
S50250069,8,8
S50249891,10,10
S50250459,10,10
S50249743,8,8
S50252650,9,9
S50251957,4,4
S50252593,5,5
S50249742,8,8
S50254406,5,5
S49730549,6,6
S50249744,8,8
S50254403,9,9
S49730558,8,8
S50250667,8,8
S50254407,7,7
S50254412,10,10
S50249888,10,10
S50332523,4,4
S50252517,10,10
S50250665,10,10
S49730550,6,6
S50254430,4,4
S49730557,8,8
S50251907,4,4
S50250461,8,8
S50252574,7,7
S49730556,8,8
S50249889,10,10
S49730548,6,6
S63379965,4,4
S50095867,5,5
S50256573,11,11
S50095866,5,5
S49730536,5,5
S49730535,5,5
S49730537,5,5
S49728394,7,7
S49730566,4,4
S49728393,7,7
S49728392,7,7
S49730564,4,4
S49730565,4,4
S49692258,4,4
S50255675,8,8
S50248318,8,8
S53119218,5,5
S50248319,8,8
S50252462,2,2
S49691801,4,4
S50250615,4,4
S53039285,5,5
S50250635,8,8
S50254414,2,2
S49751774,8,8
S52426709,4,4
S50250944,8,8
S50250616,8,8
S49692280,4,4
S50250614,4,4
S50256166,8,8
S49691570,4,4
S52426708,4,4
S50961122,7,7
S50250655,11,11
S50250519,11,11
S50247512,4,4
S50250520,11,11
S50250521,11,11
S50250532,11,11
S50143080,3,3
S50250518,11,11
S50256546,6,6
S50318354,9,9
S49730515,8,8
S49730516,8,8
S49730517,8,8
S49594461,5,5
S49614972,6,6
S50250612,6,6
S49847183,3,3
S50256466,1,1
S50268843,3,3
S50255750,6,6
S50251866,6,6
S50254431,6,6
S63379968,6,6
S50332527,6,6
S50251963,6,6
S50961020,4,4
S49730532,2,2
S49730533,2,2
S49730534,2,2
S49730560,4,4
S49730562,4,4
S49730561,4,4
S50254418,3,3
S63379966,3,3
S50251894,3,3
S50332529,3,3
S50252060,3,3
S49846055,30,30
S49846152,14,14
S49908671,15,15
S49881004,12,12
S50249966,42,42
S49846397,14,14
S49875523,47,46
S50041822,41,41
S49845745,14,14
S49909311,6,6
S50962301,17,17
S49881003,12,12
S49881005,12,12
S49612746,45,45
S58569178,14,14
S49663859,14,14
S49714207,15,15
S58363316,7,7
S58569302,6,6
S49661358,20,20
S49636526,20,20
S50198927,15,15
S62851219,6,6
S49664088,22,22
S51011226,15,15
S49663845,19,19
S50141526,9,9
S58569315,12,12
S49663535,15,15
S58569191,12,12
S49664135,25,25
S50141525,9,9
S49663865,11,11
S49846607,32,32
S49847944,19,19
S58569171,15,15
S49946029,6,6
S50388201,19,19
S49710376,14,14
S49946028,6,6
S49880998,7,7
S49846782,5,5
S49816093,12,12
S49597777,17,17
S49662344,5,5
S49771293,4,4
S50092299,30,30
S50328943,6,6
S50513108,4,4
S49688013,40,40
S49617530,13,13
S50328963,10,10
S49662340,12,12
S49664036,17,17
S50313276,14,14
S49663450,14,14
S50328941,6,6
S49663602,15,15
S50092034,12,12
S49846399,19,19
S49846599,15,15
S50142022,12,12
S50092297,12,12
S49662155,27,27
S58569160,11,11
S50091990,9,9
S49597424,36,36
S49662343,5,5
S50328944,6,6
S49771413,9,9
S49709060,42,42
S49736651,36,36
S50250097,14,14
S50149263,37,37
S49662139,23,23
S49599126,17,17
S50388193,13,13
S50328942,6,6
S49877837,19,19
S49965681,19,19
S50513107,4,4
S50092033,12,12
S50225887,39,39
S49662221,33,33
S49846156,19,19
S50142026,30,30
S50272463,18,18
S50091991,9,9
S50092077,30,30
S50092076,30,30
S49767845,11,11
S49617529,13,13
S49662341,12,12
S49880997,7,7
S49770623,10,10
S49770624,10,10
S50272464,18,18
S50338093,27,27
S50290346,19,19
S50359787,26,26
S49713007,5,5
S50042947,23,23
S50066648,23,23
S49732128,18,18
S50358234,29,29
S50340020,18,18
S49688216,5,5
S50290427,15,15
S58569185,13,13
S49891029,23,23
S49846515,28,28
S58569163,12,12
S49664045,18,18
S49885565,23,23
S49846421,28,28
S49965667,28,28
S58569164,12,12
S49847946,28,28
S50334913,20,20
S49846514,28,28
S49661357,9,9
S49636632,9,9
S50272471,20,20
S49950633,33,33
S58569179,12,12
S49714206,17,17
S49663567,17,17
S49714209,17,17
S58569189,12,12
S49663511,17,17
S49597588,32,32
S49662163,20,20
S50226512,14,14
S49599119,32,32
S50270419,24,24
S50272465,4,4
S49987467,12,12
S49599095,22,22
S50228300,3,3
S49948136,12,12
S49818960,7,7
S49987459,14,14
S49595789,22,22
S49881185,15,15
S50068419,13,13
S49818961,7,7
S50290373,1,1
S49881274,18,18
S51853500,10,10
S49663343,12,12
S51887614,10,10
S51853492,10,10
S49663344,12,12
S49748399,14,14
S50197676,10,10
S58569190,9,9
S49849280,14,14
S50091920,14,14
S50271867,7,7
S50328970,5,5
S50292355,9,9
S49596549,19,19
S50199402,14,14
S51853423,22,22
S50271819,7,7
S49748398,14,14
S49965638,12,12
S49599101,19,19
S50328969,5,5
S50226959,11,11
S49712995,11,11
S50197674,10,10
S49638675,6,6
S50313694,8,8
S50199401,14,14
S51887617,22,22
S50292354,9,9
S50140959,18,18
S49923154,14,14
S51024668,7,7
S51024024,13,13
S49664117,15,15
S49986688,13,13
S49902751,2,2
S49748575,14,14
S50292356,9,9
S50053015,17,17
S50197675,10,10
S50120931,5,5
S58569177,14,14
S49923153,14,14
S58569162,14,14
S49663881,13,13
S49712994,11,11
S50091921,14,14
S49662332,20,20
S49905143,8,8
S50226958,11,11
S50120930,5,5
S49965637,12,12
S49965665,12,12
S51853429,22,22
S50292357,9,9
S49983980,17,17
S58569176,13,13
S50140961,18,18
S49690162,13,13
S58363332,4,4
S49710337,9,9
S49663586,9,9
S49663907,4,4
S49891402,6,6
S49909458,7,7
S58569186,11,11
S49817957,3,3
S49817959,3,3
S50315246,9,9
S49904102,11,11
S50335007,1,1
S49947859,10,10
S50271497,1,1
S51042907,1,1
S49662197,6,6
S50339152,1,1
S50271459,1,1
S50513000,4,4
S50292250,5,5
S50512999,4,4
S50292249,5,5
S49661356,3,3
S49638828,3,3
S49891291,9,9
S49991877,4,4
S49595040,6,6
S50090497,4,4
S49983987,2,2
S50271964,3,3
S49986504,3,3
S49986503,3,3
S49987384,3,3
S49771692,1,1
S50361962,5,5
S50407746,4,4
S50267902,5,5
S50362297,4,4
S50222987,13,13
S50170858,7,7
S50361971,7,7
S50709165,13,13
S50709326,10,10
S50088688,8,8
S50088768,3,3
S51547172,2,2
S51547171,2,2
S49756750,41,41
S50095257,40,40
S49948667,22,22
S50748729,40,40
S49907195,19,19
S50123462,40,40
S50116657,40,40
S49751219,11,11
S49902351,8,8
S49771410,9,9
S49907312,28,28
S50412438,16,16
S49847304,21,21
S50170481,14,14
S49747412,31,31
S53758777,13,13
S50270757,17,17
S50197369,17,17
S49929538,12,12
S50095687,13,13
S50226242,14,14
S49732837,26,26
S49902772,12,12
S50144644,16,16
S49732564,11,11
S50748714,13,13
S50170806,12,12
S49994621,12,12
S50116601,13,13
S49994062,12,12
S50314164,14,14
S50386293,24,24
S49690048,15,15
S49729893,13,13
S49908205,12,12
S52085165,21,21
S49945243,10,10
S49847503,7,7
S49816092,17,17
S49617479,11,11
S49948676,31,31
S50167683,7,7
S49751170,4,4
S66714292,2,2
S50226243,6,6
S50270361,2,2
S50271849,2,2
S49621745,20,20
S49749441,15,15
S49950078,19,19
S49948897,35,35
S49923568,21,21
S49816855,10,10
S49944723,16,16
S49950462,21,21
S50270760,18,18
S50196951,6,6
S50748731,9,9
S50123455,10,10
S50095583,10,10
S50123464,9,9
S50165836,9,9
S50116667,9,9
S50092760,9,9
S50748722,10,10
S50116561,10,10
S50270758,6,6
S50171294,18,18
S50291457,11,10
S66813186,6,6
S49815059,9,9
S49817068,11,11
S49847061,6,6
S50288836,10,10
S50291024,5,5
S49880504,5,5
S49849305,6,6
S50172153,7,7
S49902472,10,10
S50270756,7,7
S49747024,3,3
S49852560,6,6
S49853091,6,6
S49747447,5,5
S49768328,4,4
S49769062,2,2
S49732791,2,2
S66814354,1,1
S49768478,1,1
S50141325,10,10
S50142058,13,13
S50141364,13,13
S50142062,10,10
S50141366,13,13
S50141334,10,10
S50141326,10,10
S50141365,13,13
S50013466,21,21
S50142056,19,19
S50141497,19,19
S50141111,7,7
S50141100,7,7
S50141491,19,19
S50141099,7,7
S50142073,7,7
S50141490,19,19
S50092307,11,11
S50092156,11,11
S50142051,11,11
S50092155,11,11
S50141014,9,9
S50141015,9,9
S50142053,9,9
S50141076,9,9
S50141077,6,6
S50142074,6,6
S50141023,6,6
S50141025,6,6
S50256659,2,2
S51110610,9,9
S51075146,8,8
S51110616,8,8
S51070899,8,8
S51074925,37,37
S51108776,8,8
S51142868,42,42
S51110798,24,24
S51114353,16,16
S51110608,13,13
S51143524,24,24
S51108764,13,13
S51285143,42,42
S51075141,13,13
S51147608,4,4
S51067430,13,13
S51143513,12,12
S51085933,12,12
S50915632,10,10
S51110592,25,24
S50768836,10,10
S51085941,13,13
S50796074,16,16
S50797614,16,16
S51110531,9,9
S50946549,10,10
S50769140,10,10
S51143520,13,13
S51072605,14,14
S51147449,1,1
S51073568,5,5
S51072904,5,5
S51072924,5,5
S51142839,5,5
S51087781,5,5
S51073572,5,5
S51142842,5,5
S51087795,5,5
S50560937,14,14
S50824024,2,2
S50798946,18,18
S51113555,15,15
S51108779,4,4
S51142858,5,5
S51075148,4,4
S51072918,5,5
S51153996,15,15
S50823512,7,7
S50563375,6,6
S51073569,5,5
S51087783,5,5
S51110619,4,4
S51072106,4,4
S50485171,12,12
S50854517,9,9
S50365329,6,6
S50818612,8,8
S50339147,15,15
S50836134,3,3
S50823774,2,2
S57080614,3,3
S51073570,5,5
S51142841,5,5
S51072910,5,5
S50915630,13,13
S50946555,13,13
S50862331,13,13
S50652041,13,13
S50334308,3,3
S50943548,2,2
S50946494,2,2
S50585324,5,5
S50589323,4,4
S50703092,9,9
S50946545,9,9
S50915633,9,9
S50739343,9,9
S52854097,1,1
S51071178,6,6
S51110607,6,6
S51075137,6,6
S51066521,6,6
S51075527,8,8
S51075790,8,8
S51108771,8,8
S51110614,8,8
S51108777,3,3
S51071192,3,3
S51075147,3,3
S51110618,3,3
S50584004,6,6
S72123646,4,4
S51073573,5,5
S51072899,5,5
S50588524,2,2
S51142843,5,5
S51142844,4,4
S51072888,4,4
S51073574,4,4
S50334313,1,1
S51068077,4,4
S50796383,5,5
S51114211,1,1
S51085901,1,1
S51143510,1,1
S50823431,1,1
S51142942,1,1
S61410250,30,30
S50671179,32,32
S50590740,17,17
S50489705,14,14
S65196226,8,8
S50488845,32,32
S50892006,40,40
S51011944,21,21
S50489828,14,14
S50489697,14,14
S50334281,20,20
S50679573,32,32
S50840439,16,16
S51068279,21,21
S50890199,13,13
S50946600,20,20
S50359550,21,21
S50892064,40,40
S50671557,32,32
S50820323,21,21
S50768857,20,20
S50823601,12,12
S51203529,40,40
S50488852,14,14
S50915628,21,21
S50891817,34,34
S50489707,20,20
S50922470,19,19
S50867064,34,34
S50946560,24,24
S50823315,17,17
S50862334,24,24
S51012590,4,4
S50489727,20,20
S50747802,18,17
S50572342,23,23
S69845444,7,7
S50489825,20,20
S50790058,24,24
S50741577,26,26
S50488867,20,20
S50913539,52,52
S50570066,17,17
S50938100,14,14
S61483848,17,17
S50834517,15,15
S61440237,11,11
S51115859,35,35
S50741578,26,26
S50915629,24,24
S50792109,26,26
S51203531,34,34
S50855492,15,15
S66278018,15,15
S51674587,14,14
S50937894,16,16
S50444799,19,19
S66300482,4,4
S50359616,24,24
S50489487,19,19
S50957947,14,14
S51143874,15,15
S51042563,17,17
S51043169,17,17
S50832406,5,5
S50888751,15,15
S50855386,5,5
S50515342,13,13
S51203524,17,17
S66365319,23,23
S50793283,5,5
S51013475,15,15
S50460791,19,19
S50792484,6,6
S50834584,5,5
S51143859,14,14
S50958891,14,14
S50792485,6,6
S50570154,18,18
S51167785,18,18
S50937542,17,17
S50840686,29,29
S50489566,19,19
S50387730,26,26
S51040396,5,5
S50946541,16,16
S50793737,16,16
S51288692,7,7
S50790079,16,16
S50915634,16,16
S51674598,7,7
S51456774,7,7
S50823966,5,5
S50489670,7,7
S66347170,10,10
S50671556,7,7
S61439875,15,15
S50438108,7,7
S50489701,7,7
S72123343,2,2
S50839899,25,25
S50840010,30,30
S50885616,11,11
S50834624,9,9
S50890165,6,6
S50489558,2,2
S50460819,2,2
S50444167,2,2
S51107006,18,18
S50890158,6,6
S51142836,17,17
S50818897,6,6
S50890157,6,6
S51201499,2,2
S50489473,2,2
S51810745,1,1
S75251063,17,17
S51103599,15,15
S51211567,22,22
S51143476,17,17
S51202547,15,15
S51013967,9,9
S50915635,6,6
S50593327,14,14
S51212299,16,16
S50946533,14,14
S71835906,4,4
S51325553,24,23
S51042710,4,4
S50570338,2,2
S50985710,8,8
S50588966,14,14
S50915638,14,14
S50888747,8,8
S61440921,9,9
S50938583,13,13
S51810626,6,6
S50489704,9,9
S50488829,9,9
S50938390,4,4
S50489833,9,9
S50489683,9,9
S50566192,11,11
S50915551,14,14
S50915500,8,8
S50855946,7,7
S50937115,11,11
S51068889,13,13
S66363686,7,7
S61441007,7,7
S69843897,19,19
S50915455,18,18
S51203528,18,18
S54657849,7,7
S50937895,18,18
S50890094,7,7
S50671964,9,9
S50946626,9,9
S50767149,9,9
S50588956,7,7
S51810446,3,3
S50820551,1,1
S50915517,19,19
S50937892,19,19
S51203527,19,19
S50790617,5,5
S75629302,1,1
S50793736,5,5
S50946537,5,5
S51086065,14,14
S50967333,6,6
S51244512,14,14
S51012743,4,4
S51213478,9,9
S50890030,6,6
S50823872,5,5
S50890127,2,2
S50890146,2,2
S50823707,2,2
S50890147,2,2
S50823620,3,3
S50915640,2,2
S50633361,2,2
S50862327,2,2
S50946546,2,2
S75677162,1,1
S61440505,1,1
S69838026,2,2
S50890191,1,1
S50489564,1,1
S50489483,1,1
S50460804,1,1
S50444805,1,1
S50587993,1,1
S51010787,23,23
S51043480,7,7
S51110027,7,7
S51108871,3,3
S51039702,3,3
S51245031,31,31
S50856325,28,28
S51289390,32,32
S50889791,19,19
S50937786,41,41
S51245062,31,31
S50857602,25,25
S50857817,32,32
S50889990,37,37
S50889554,28,28
S50889657,16,16
S50852409,31,31
S50856398,26,26
S50789602,41,41
S50857342,20,20
S55905137,26,26
S53182592,26,26
S50768567,36,36
S50607934,31,31
S50544455,4,4
S50856215,20,20
S50887918,8,8
S50339836,28,28
S50887917,8,8
S50918985,25,25
S50856274,21,21
S51112138,6,6
S51043697,19,19
S51039631,19,19
S50887946,8,8
S50818359,25,25
S50856161,22,22
S50650642,6,6
S75167682,9,9
S50960091,3,3
S73618386,7,7
S50859022,1,1
S50985363,1,1
S50858613,1,1
S50630489,15,15
S51111829,34,34
S50614716,15,15
S50709963,28,28
S50652038,21,21
S50614715,15,15
S50708254,25,25
S50614718,15,15
S50943417,27,27
S50386787,9,9
S50614717,15,15
S50614623,5,5
S50614624,5,5
S50614622,5,5
S50614621,5,5
S50630505,5,5
S50958692,16,16
S50387866,10,10
S50387867,10,10
S50760957,7,7
S50614659,12,12
S50614662,12,12
S50716013,7,7
S50630499,12,12
S50614661,12,12
S50390469,10,10
S50614660,12,12
S50990024,16,16
S50464235,10,10
S50760965,7,7
S50739805,13,13
S50464228,11,11
S63379931,13,13
S50743660,12,12
S50388572,11,11
S50388258,3,3
S50739823,3,3
S50464259,10,10
S50408525,14,14
S50712061,5,5
S50743748,12,12
S50464262,11,11
S50739812,5,5
S50502762,9,9
S50418221,13,13
S50648255,11,11
S50464214,14,14
S50388675,14,14
S50767216,12,12
S63379862,3,3
S50464208,6,6
S50712059,5,5
S51203771,13,13
S50388259,3,3
S50464210,13,13
S51660828,18,18
S50743650,18,18
S50387612,9,9
S51009996,14,14
S50464215,9,9
S51009997,14,14
S51111850,13,13
S51009998,14,14
S50390462,3,3
S50418212,3,3
S51010235,11,11
S50464227,3,3
S50739822,6,6
S63379933,13,13
S50388150,11,11
S50360012,10,10
S50418222,13,13
S50880606,3,3
S50464209,13,13
S63379890,6,6
S50648250,14,14
S50767230,18,18
S50392444,9,9
S63031324,3,3
S50464206,3,3
S50418172,13,13
S50716006,7,7
S50418163,13,13
S51660827,12,12
S51010234,11,11
S50410426,10,10
S50359994,11,11
S50388142,11,11
S50363430,11,11
S50743744,18,18
S50418223,6,6
S50418184,6,6
S50739802,13,13
S51010236,11,11
S50614582,8,8
S50614579,8,8
S50630511,8,8
S51075129,9,9
S50614576,2,2
S50614630,8,8
S50614632,8,8
S50388568,10,10
S50614629,8,8
S50614581,8,8
S53379418,9,9
S50388113,10,10
S50614573,2,2
S50359998,9,9
S50464229,10,10
S50614580,8,8
S50712031,5,5
S50614575,2,2
S51069480,9,9
S50614631,8,8
S50712032,5,5
S50614572,2,2
S50630512,2,2
S50630502,8,8
S50739814,5,5
S50464261,9,9
S50648258,10,10
S50630500,6,6
S50614647,6,6
S50466841,4,4
S50379131,4,4
S50360433,4,4
S50614649,6,6
S50385358,4,4
S50360139,4,4
S50359077,4,4
S50614648,6,6
S50364215,4,4
S50614646,6,6
S50412138,4,4
S50439381,4,4
S50360362,4,4
S50743656,4,4
S50361145,4,4
